game_no,player_first,player_second,result
1,96,17,w
2,77,42,l
3,20,84,w
4,76,98,l
5,30,52,w
6,30,26,l
7,66,23,w
8,47,34,w
9,12,86,w
10,24,29,w
11,90,26,l
12,52,66,w
13,82,31,l
14,30,62,l
15,18,57,l
16,1,71,w
17,37,64,w
18,57,85,w
19,79,86,w
20,30,63,l
21,1,93,l
22,63,77,l
23,69,33,l
24,65,54,l
25,49,10,l
26,32,58,w
27,83,23,w
28,34,65,w
29,51,64,w
30,52,20,l
31,48,71,l
32,9,93,l
33,57,15,w
34,88,83,w
35,30,13,w
36,64,88,w
37,12,35,l
38,87,8,w
39,66,93,l
40,69,60,w
41,6,11,w
42,33,44,l
43,97,14,w
44,15,76,l
45,46,5,w
46,46,59,w
47,4,7,l
48,64,34,w
49,6,72,l
50,9,13,l
51,32,75,l
52,41,84,l
53,55,97,w
54,70,45,w
55,73,43,l
56,43,42,l
57,56,14,w
58,35,48,w
59,7,37,l
60,41,15,l
61,39,68,l
62,32,64,w
63,91,88,w
64,3,21,w
65,90,94,l
66,7,92,l
67,71,38,w
68,76,16,l
69,81,56,l
70,80,93,l
71,60,59,w
72,70,40,l
73,71,41,l
74,99,88,l
75,62,35,l
76,63,12,w
77,34,15,l
78,100,35,l
79,50,66,w
80,3,61,w
81,94,96,l
82,61,15,w
83,56,84,l
84,57,65,w
85,64,21,w
86,54,64,l
87,80,29,l
88,78,31,l
89,65,57,w
90,39,5,l
91,66,81,w
92,97,81,w
93,6,10,w
94,94,57,l
95,19,72,l
96,5,80,w
97,95,7,w
98,48,1,w
99,61,58,w
100,67,98,w
101,53,23,w
102,46,19,w
103,75,22,l
104,15,46,l
105,70,85,w
106,89,31,l
107,6,60,w
108,57,61,l
109,72,23,w
110,97,55,w
111,4,79,w
112,17,58,l
113,50,87,l
114,31,29,l
115,51,22,l
116,74,16,w
117,38,86,w
118,65,18,w
119,83,84,w
120,26,16,l
121,5,99,l
122,32,50,l
123,23,11,l
124,88,26,w
125,85,10,l
126,82,9,w
127,40,7,l
128,97,96,w
129,43,75,l
130,100,25,w
131,46,38,l
132,57,22,w
133,28,35,w
134,4,26,l
135,86,37,l
136,6,45,w
137,54,85,l
138,70,2,l
139,58,71,l
140,63,80,w
141,31,42,w
142,12,21,w
143,95,11,l
144,35,28,w
145,46,15,l
146,13,1,w
147,35,18,w
148,97,3,l
149,62,67,w
150,61,69,w
151,50,30,l
152,77,63,l
153,12,41,w
154,8,2,l
155,15,50,w
156,39,81,w
157,92,12,l
158,44,81,w
159,33,72,w
160,80,11,w
161,57,73,w
162,29,33,l
163,60,99,w
164,50,52,w
165,79,22,w
166,14,31,w
167,83,36,w
168,76,96,l
169,98,51,w
170,91,84,w
171,71,50,l
172,43,39,w
173,9,81,l
174,99,48,w
175,2,38,l
176,87,24,w
177,50,70,w
178,45,52,w
179,79,32,w
180,61,17,w
181,56,68,l
182,1,74,w
183,60,3,l
184,54,96,l
185,7,13,w
186,47,58,l
187,71,100,l
188,18,36,w
189,98,84,w
190,92,59,l
191,2,44,l
192,34,51,l
193,53,8,l
194,77,3,l
195,43,77,w
196,3,66,w
197,39,50,w
198,35,16,l
199,73,90,l
200,87,5,w
201,61,49,l
202,56,64,l
203,37,44,w
204,40,18,l
205,94,80,w
206,48,50,w
207,52,4,l
208,86,39,l
209,90,44,l
210,64,53,l
211,45,48,w
212,32,30,l
213,21,48,w
214,71,16,l
215,38,51,w
216,2,64,l
217,83,70,w
218,73,21,l
219,30,1,l
220,14,6,w
