player_no,bt_rating,elo_rating,wins
1,-3.852921,530.7,3.0
2,1.329034,1430.9,5.0
3,-8.829338,-333.8,1.0
4,1.048184,1382.1,5.0
5,-0.101053,1182.4,4.0
6,-4.428574,430.7,3.0
7,3.468886,1802.6,5.0
8,-3.342627,619.3,2.0
9,3.014919,1723.7,6.0
10,-0.667918,1084.0,3.0
11,0.668183,1316.1,5.0
12,0.769010,1333.6,5.0
13,4.393379,1963.2,6.0
14,0.094159,1216.4,5.0
15,-1.340633,967.1,4.0
16,-3.910917,520.6,3.0
17,-4.557754,408.2,3.0
18,2.133569,1570.6,6.0
19,-8.182488,-221.4,1.0
20,1.226750,1413.1,6.0
21,-0.070668,1187.7,4.0
22,2.291575,1598.1,7.0
23,2.377418,1613.0,5.0
24,5.917453,2228.0,7.0
25,3.084875,1735.9,6.0
26,1.500550,1460.7,5.0
27,0.788726,1337.0,4.0
28,-2.356038,790.7,3.0
29,-4.081996,490.9,2.0
30,0.497771,1286.5,4.0
31,4.093778,1911.2,7.0
32,2.696023,1668.3,7.0
33,3.381198,1787.4,6.0
34,-2.679739,734.5,4.0
35,0.192643,1233.5,4.0
36,-1.696280,905.3,3.0
37,3.047215,1729.4,7.0
38,0.411614,1271.5,6.0
39,-0.776212,1065.2,5.0
40,0.945902,1364.3,5.0
41,-4.423846,431.5,2.0
42,5.614303,2175.3,7.0
43,-2.870023,701.4,3.0
44,-3.518834,588.7,4.0
45,2.284738,1596.9,6.0
46,0.156311,1227.2,4.0
47,-2.212319,815.7,4.0
48,4.068302,1906.7,6.0
49,-1.149080,1000.4,4.0
50,-0.838606,1054.3,4.0
51,0.676649,1317.5,5.0
52,-0.058207,1189.9,4.0
53,-0.879127,1047.3,4.0
54,2.429666,1622.1,6.0
55,-7.845734,-162.9,2.0
56,1.816735,1515.6,6.0
57,0.711216,1323.6,5.0
58,2.864834,1697.7,5.0
59,-5.472793,249.3,2.0
60,3.308580,1774.8,7.0
61,4.208156,1931.0,6.0
62,1.613448,1480.3,5.0
63,2.307972,1600.9,5.0
64,-0.250063,1156.6,5.0
65,-0.089386,1184.5,4.0
66,-0.808948,1059.5,4.0
67,-4.980476,334.8,2.0
68,2.520107,1637.8,6.0
69,1.423843,1447.3,6.0
70,-7.843097,-162.5,1.0
71,-1.605114,921.2,4.0
72,1.361938,1436.6,4.0
73,-0.471223,1118.1,4.0
74,2.372353,1612.1,5.0
75,-9.898415,-519.5,1.0
76,-1.070554,1014.0,5.0
77,6.784624,2378.6,7.0
78,-1.094611,1009.8,4.0
79,-2.710686,729.1,3.0
80,1.959876,1540.5,6.0
81,2.892914,1702.6,6.0
82,-0.150785,1173.8,5.0
83,-7.453712,-94.8,1.0
84,3.506864,1809.2,6.0
85,1.580475,1474.6,5.0
86,0.751548,1330.6,5.0
87,-0.195269,1166.1,5.0
88,-0.576063,1099.9,4.0
89,-5.527247,239.8,2.0
90,1.341563,1433.1,5.0
91,-1.250049,982.8,4.0
92,3.939140,1884.3,7.0
93,8.129939,2612.3,8.0
94,2.576380,1647.6,6.0
95,2.221004,1585.8,5.0
96,1.017754,1376.8,4.0
97,4.236127,1935.9,7.0
98,0.546453,1294.9,6.0
99,0.756533,1331.4,5.0
100,-2.419802,779.6,3.0
101,-0.291130,1149.4,4.0
102,-4.777174,370.1,2.0
103,1.231546,1413.9,5.0
104,-0.009543,1198.3,4.0
105,2.666266,1663.2,6.0
106,-2.713839,728.6,3.0
107,2.280370,1596.1,6.0
108,0.767302,1333.3,4.0
109,-2.741433,723.8,4.0
110,-0.667481,1084.0,5.0
111,2.844341,1694.1,6.0
112,-0.293880,1148.9,3.0
113,-1.559711,929.1,4.0
114,-0.812059,1058.9,4.0
115,1.667426,1489.7,6.0
116,0.517814,1290.0,3.0
117,-1.930089,864.7,4.0
118,0.531419,1292.3,5.0
119,3.036379,1727.5,6.0
