player,rating,elo,wins
RWKV-4-Raven-14B,0.04865041457634802,1208.4514426371254,1880
alpaca-13b,0.0713351553691449,1212.3921857370124,2292
chatglm-6b,-0.022573399081782998,1196.0785989363926,1627
claude-instant-v1,-0.05552744236306614,1190.3538952750077,1281
claude-v1,-0.011821753438699555,1197.9463510860608,1941
dolly-v2-12b,0.04257446285298652,1207.3959417148187,1408
fastchat-t5-3b,0.12230385239043909,1221.246355283471,1697
gpt-3.5-turbo,0.03105998725395375,1205.395672428951,2351
gpt-4,0.033953320113263116,1205.898295826994,2135
gpt4all-13b-snoozy,-0.1397277337604834,1175.72680650359,512
guanaco-33b,-0.09149383287715825,1184.1058933013087,496
koala-13b,0.009799615239462716,1201.7023675293094,2779
llama-13b,0.08499645089580243,1214.7653958421631,1034
mpt-7b-chat,0.007448207810964941,1201.2938862209483,1431
oasst-pythia-12b,0.026810720900336364,1204.6574992571457,2462
palm-2,-0.07422212807186453,1187.1062957373092,1421
stablelm-tuned-alpha-7b,0.06537136454409805,1211.356169158395,1429
vicuna-13b,-0.024869991740199875,1195.6796399289008,2901
vicuna-7b,-0.08622371369272763,1185.021406773617,1372
wizardlm-13b,-0.03784355692081751,1193.425900821479,551
