game_no,player_first,player_second,result
1,4,8,w
2,1,6,w
3,9,1,l
4,8,9,l
5,9,10,w
6,3,5,w
7,3,7,l
8,2,4,l
9,10,3,w
10,4,8,w
11,1,7,w
12,2,4,l
13,10,7,w
14,7,8,w
15,4,5,w
16,4,3,l
17,10,6,w
18,10,6,l
19,10,1,w
20,5,7,l
21,4,10,l
22,6,10,l
23,10,5,l
24,8,5,w
25,2,5,w
26,2,9,l
27,9,3,w
28,7,10,w
29,1,9,l
30,1,8,w
31,4,7,w
32,3,7,l
33,3,9,w
34,3,4,w
35,8,1,w
36,2,1,l
37,4,1,w
38,9,7,w
39,6,8,w
40,2,4,l
41,5,2,w
42,9,1,l
43,7,8,w
44,3,6,w
45,10,3,w
46,2,6,l
47,4,5,w
48,7,10,l
49,10,2,l
50,2,1,l
51,2,10,w
52,2,1,l
53,4,2,w
54,4,5,w
55,1,7,l
56,2,9,w
57,3,1,l
58,4,8,w
59,9,6,w
60,6,7,w
61,6,5,l
62,5,6,l
63,1,10,l
64,5,3,l
65,10,5,l
66,1,6,l
67,8,9,l
68,1,6,l
69,8,5,w
70,4,3,w
71,5,4,l
72,5,3,w
73,3,8,w
74,6,9,l
75,10,7,w
76,8,7,l
77,10,3,l
78,7,9,l
79,6,1,w
80,3,6,w
81,3,7,w
82,6,3,w
83,1,8,w
84,10,6,l
85,3,1,w
86,4,8,l
87,7,8,w
88,2,7,l
89,5,3,w
90,4,7,l
91,7,6,l
92,2,5,l
93,4,7,l
94,1,8,l
95,7,4,l
96,4,2,w
97,9,4,l
98,7,8,w
99,7,2,l
100,4,5,w
101,10,7,w
102,7,1,l
103,9,8,l
104,4,8,l
105,2,10,w
106,2,5,w
107,6,5,l
108,5,2,w
109,6,3,l
110,9,6,l
111,8,6,w
112,2,9,w
113,9,2,l
114,7,8,w
115,8,7,l
116,10,1,w
117,1,7,l
118,6,5,l
119,3,10,l
120,5,4,l
121,3,10,l
122,10,7,w
123,1,3,l
124,8,7,w
125,8,1,w
126,4,7,w
127,4,5,w
128,9,2,l
129,6,7,w
130,1,4,w
131,6,5,w
132,5,1,l
133,5,1,w
134,9,10,w
135,2,9,l
136,1,9,w
137,8,3,w
138,2,9,w
139,7,6,w
140,3,9,l
141,8,2,w
142,9,7,w
143,10,7,l
144,8,5,l
145,7,9,w
146,9,4,l
147,3,1,l
148,9,3,l
149,7,9,l
150,9,2,w
151,4,5,l
152,2,8,w
153,4,3,w
154,4,7,w
155,6,5,w
156,5,3,l
157,7,5,l
158,10,3,w
159,1,8,l
160,10,4,w
161,4,5,w
162,7,9,w
163,8,7,l
164,4,6,w
165,8,10,l
166,8,3,w
167,9,8,l
168,4,7,l
169,4,2,l
170,7,6,l
171,9,6,w
172,3,6,w
173,3,2,l
174,2,3,l
175,9,6,w
176,9,3,l
177,4,2,l
178,9,3,l
179,8,9,w
180,10,5,l
181,5,2,w
182,6,7,w
183,2,9,w
184,9,1,l
185,6,2,w
186,8,6,w
187,8,1,l
188,7,2,w
189,3,6,w
190,8,6,w
191,2,4,l
192,10,5,l
193,10,3,w
194,3,1,l
195,6,2,l
196,7,8,l
197,4,7,w
198,4,8,w
199,1,4,l
200,3,5,l
