player,bt_rating,elo,wins
1,0.9109707808284232,1358.2518333155524,4
2,0.05483667915169325,1209.5261068645918,3
3,0.1578018598803698,1227.412990792046,2
4,2.2131665278885646,1584.4664042379932,5
5,1.0774829477066974,1387.1779594135476,3
6,-2.1524001846451335,826.0897907844312,0
7,-0.9016868046742087,1043.3609585300064,2
8,-1.2020358650793785,991.1849826984896,1
9,-0.012228088653304015,1197.8757634294586,3
10,0.944820310949205,1364.1320989741416,3
11,-1.3709064099405868,961.8491643828024,1
12,-0.48600603643928786,1115.5721040810986,2
13,0.19161049115764006,1233.2861515938139,2
14,-0.9674592791860722,1031.9351094333565,1
15,0.7491605041893834,1330.1425092117229,4
16,0.9068361604493029,1357.5335761893857,4
17,-0.025354119256952516,1195.5955383652754,2
18,0.0019843713518237684,1200.3447206112576,3
19,0.3742984106631249,1265.022293734461,3
20,-0.46489225634130404,1119.239943356568,2
