game_no,player_first,player_second,result
1,96,17,w
2,77,42,l
3,20,84,w
4,76,98,l
5,30,52,w
6,30,26,l
7,66,23,w
8,47,34,w
9,12,86,w
10,24,29,w
11,90,26,l
12,52,66,w
13,82,31,l
14,30,62,l
15,18,57,l
16,1,71,w
17,37,64,w
18,57,85,w
19,79,86,w
20,30,63,l
21,1,93,l
22,63,77,l
23,69,33,l
24,65,54,l
25,49,10,l
26,32,58,w
27,83,23,w
28,34,65,w
29,51,64,w
30,52,20,l
31,48,71,l
32,9,93,l
33,57,15,w
34,88,83,w
35,30,13,w
36,64,88,w
37,12,35,l
38,87,8,w
39,66,93,l
40,69,60,w
41,6,11,w
42,33,44,l
43,97,14,w
44,15,76,l
45,46,5,w
46,46,59,w
47,4,7,l
48,64,34,w
49,6,72,l
50,9,13,l
51,32,75,l
52,41,84,l
53,55,97,w
54,70,45,w
55,73,43,l
56,43,42,l
57,56,14,w
58,35,48,w
59,7,37,l
60,41,15,l
61,39,68,l
62,32,64,w
63,91,88,w
64,3,21,w
65,90,94,l
66,7,92,l
67,71,38,w
68,76,16,l
69,81,56,l
70,80,93,l
71,60,59,w
72,70,40,l
73,71,41,l
74,99,88,l
75,62,35,l
76,63,12,w
77,34,15,l
78,100,35,l
79,50,66,w
80,3,61,w
81,94,96,l
82,61,15,w
83,56,84,l
84,57,65,w
85,64,21,w
86,54,64,l
87,80,29,l
88,78,31,l
89,65,57,w
90,39,5,l
91,66,81,w
92,97,81,w
93,6,10,w
94,94,57,l
95,19,72,l
96,5,80,w
97,95,7,w
98,48,1,w
99,61,58,w
100,67,98,w
101,53,23,w
102,46,19,w
103,75,22,l
104,15,46,l
105,70,85,w
106,89,31,l
107,6,60,w
108,57,61,l
109,72,23,w
110,97,55,w
111,4,79,w
112,17,58,l
113,50,87,l
114,31,29,l
115,51,22,l
116,74,16,w
117,38,86,w
118,65,18,w
119,83,84,w
120,26,16,l
121,5,99,l
122,32,50,l
123,23,11,l
124,88,26,w
125,85,10,l
126,82,9,w
127,40,7,l
128,97,96,w
129,43,75,l
130,100,25,w
131,46,38,l
132,57,22,w
133,28,35,w
134,4,26,l
135,86,37,l
136,6,45,w
137,54,85,l
138,70,2,l
139,58,71,l
140,63,80,w
141,31,42,w
142,12,21,w
143,95,11,l
144,35,28,w
145,46,15,l
146,13,1,w
147,35,18,w
148,97,3,l
149,62,67,w
150,61,69,w
151,50,30,l
152,77,63,l
153,12,41,w
154,8,2,l
155,15,50,w
156,39,81,w
157,92,12,l
158,44,81,w
159,33,72,w
160,80,11,w
161,57,73,w
162,29,33,l
163,60,99,w
164,50,52,w
165,79,22,w
166,14,31,w
167,83,36,w
168,76,96,l
169,98,51,w
170,91,84,w
171,71,50,l
172,43,39,w
173,9,81,l
174,99,48,w
175,2,38,l
176,87,24,w
177,50,70,w
178,45,52,w
179,79,32,w
180,61,17,w
181,56,68,l
182,1,74,w
183,60,3,l
184,54,96,l
185,7,13,w
186,47,58,l
187,71,100,l
188,18,36,w
189,98,84,w
190,92,59,l
191,2,44,l
192,34,51,l
193,53,8,l
194,77,3,l
195,43,77,w
196,3,66,w
197,39,50,w
198,35,16,l
199,73,90,l
200,87,5,w
201,61,49,l
202,56,64,l
203,37,44,w
204,40,18,l
205,94,80,w
206,48,50,w
207,52,4,l
208,86,39,l
209,90,44,l
210,64,53,l
211,45,48,w
212,32,30,l
213,21,48,w
214,71,16,l
215,38,51,w
216,2,64,l
217,83,70,w
218,73,21,l
219,30,1,l
220,14,6,w
221,33,3,l
222,32,78,l
223,63,66,l
224,56,63,l
225,91,19,w
226,58,63,w
227,8,91,w
228,17,52,l
229,49,94,w
230,72,7,w
231,66,56,l
232,74,47,w
233,17,87,l
234,56,7,l
235,42,62,w
236,51,58,l
237,51,59,l
238,31,62,w
239,62,84,l
240,82,7,w
241,19,16,w
242,27,51,l
243,22,81,l
244,81,94,w
245,99,60,w
246,75,30,l
247,80,25,w
248,41,34,w
249,13,23,w
250,63,13,w
251,53,80,l
252,10,58,l
253,97,63,l
254,60,33,w
255,11,66,w
256,97,6,w
257,49,85,l
258,93,63,w
259,21,39,w
260,15,63,l
261,87,66,l
262,35,34,w
263,64,88,w
264,50,35,w
265,24,90,l
266,71,27,w
267,41,77,l
268,71,76,w
269,76,46,w
270,31,98,w
271,52,4,w
272,69,54,l
273,88,85,l
274,36,55,w
275,78,8,w
276,1,56,l
277,7,18,l
278,21,46,l
279,69,23,l
280,65,75,l
281,28,35,l
282,50,13,l
283,8,27,w
284,1,33,l
285,75,97,w
286,1,86,l
287,74,72,l
288,5,69,w
289,7,93,l
290,45,41,w
291,66,65,l
292,30,52,w
293,37,63,w
294,95,76,w
295,48,52,w
296,43,75,w
297,46,64,l
298,98,9,l
299,33,36,l
300,53,9,l
301,62,2,w
302,39,19,l
303,24,76,l
304,69,15,l
305,75,24,l
306,75,35,l
307,60,62,w
308,8,42,w
309,58,53,w
310,43,2,l
311,83,29,w
312,17,90,w
313,84,14,l
314,94,95,l
315,68,10,w
316,50,35,w
317,88,73,w
318,17,22,w
319,11,25,l
320,76,39,l
321,59,18,w
322,67,7,w
323,67,52,w
324,15,86,l
325,99,33,l
326,70,86,l
327,61,80,w
328,71,75,l
329,6,85,l
330,73,39,w
331,69,70,w
332,26,65,w
333,21,97,l
334,63,49,w
335,51,10,w
336,7,17,l
337,9,91,w
338,94,70,w
339,71,15,w
340,56,4,l
341,72,97,w
342,85,63,l
343,82,10,l
344,81,83,w
345,98,74,w
346,91,97,l
347,62,48,l
348,18,47,l
349,52,10,w
350,86,6,w
351,28,89,l
352,8,95,w
353,99,27,l
354,88,81,l
355,54,28,w
356,84,29,w
357,58,99,l
358,92,64,l
359,46,61,l
360,3,42,l
361,8,5,w
362,26,81,w
363,79,9,l
364,60,80,l
365,8,47,l
366,22,88,l
367,42,43,l
368,83,52,w
369,10,56,w
370,94,10,w
371,67,8,l
372,97,66,l
373,91,30,l
374,97,23,w
375,68,24,l
376,13,10,l
377,65,51,l
378,26,64,w
379,58,30,l
380,9,39,w
381,5,89,w
382,30,70,w
383,52,59,w
384,77,31,w
385,23,78,w
386,77,71,l
387,68,51,w
388,38,6,w
389,60,41,l
390,66,88,w
391,11,50,l
392,30,69,l
393,56,80,l
394,3,84,w
395,72,60,l
396,34,69,l
397,93,53,w
398,35,90,l
399,63,93,l
400,72,96,l
401,29,52,w
402,36,96,w
403,85,57,l
404,36,69,l
405,71,62,w
406,71,94,l
407,89,50,l
408,26,56,l
409,6,51,w
410,38,34,l
411,100,82,l
412,95,14,l
413,71,16,w
414,25,78,w
415,28,23,l
416,45,85,l
417,75,94,w
418,99,21,w
419,83,44,w
420,42,30,w
421,43,44,w
422,28,97,l
423,65,78,l
424,70,32,w
425,24,25,w
426,4,43,w
427,76,80,l
428,6,31,w
429,8,26,l
430,60,72,l
431,57,76,w
432,67,7,w
433,78,69,l
434,55,41,w
435,88,77,l
436,13,66,l
437,28,48,w
438,34,50,l
439,86,56,l
440,59,19,w
