game_no,player_first,player_second,result
1,96,17,w
2,77,42,l
3,20,84,w
4,76,98,l
5,30,52,w
6,30,26,l
7,66,23,w
8,47,34,w
9,12,86,w
10,24,29,w
11,90,26,l
12,52,66,w
13,82,31,l
14,30,62,l
15,18,57,l
16,1,71,w
17,37,64,w
18,57,85,w
19,79,86,w
20,30,63,l
21,1,93,l
22,63,77,l
23,69,33,l
24,65,54,l
25,49,10,l
26,32,58,w
27,83,23,w
28,34,65,w
29,51,64,w
30,52,20,l
31,48,71,l
32,9,93,l
33,57,15,w
34,88,83,w
35,30,13,w
36,64,88,w
37,12,35,l
38,87,8,w
39,66,93,l
40,69,60,w
41,6,11,w
42,33,44,l
43,97,14,w
44,15,76,l
45,46,5,w
46,46,59,w
47,4,7,l
48,64,34,w
49,6,72,l
50,9,13,l
51,32,75,l
52,41,84,l
53,55,97,w
54,70,45,w
55,73,43,l
56,43,42,l
57,56,14,w
58,35,48,w
59,7,37,l
60,41,15,l
61,39,68,l
62,32,64,w
63,91,88,w
64,3,21,w
65,90,94,l
66,7,92,l
67,71,38,w
68,76,16,l
69,81,56,l
70,80,93,l
71,60,59,w
72,70,40,l
73,71,41,l
74,99,88,l
75,62,35,l
76,63,12,w
77,34,15,l
78,100,35,l
79,50,66,w
80,3,61,w
81,94,96,l
82,61,15,w
83,56,84,l
84,57,65,w
85,64,21,w
86,54,64,l
87,80,29,l
88,78,31,l
89,65,57,w
90,39,5,l
91,66,81,w
92,97,81,w
93,6,10,w
94,94,57,l
95,19,72,l
96,5,80,w
97,95,7,w
98,48,1,w
99,61,58,w
100,67,98,w
101,53,23,w
102,46,19,w
103,75,22,l
104,15,46,l
105,70,85,w
106,89,31,l
107,6,60,w
108,57,61,l
109,72,23,w
110,97,55,w
