player_no,bt_rating,elo_rating,wins
1,-0.727319,1073.7,8.0
2,0.278852,1248.4,9.0
3,1.621143,1481.6,12.0
4,-0.201463,1165.0,10.0
5,1.168867,1403.1,17.0
6,-0.214197,1162.8,11.0
7,-0.383012,1133.5,12.0
8,1.022474,1377.6,15.0
9,-0.335063,1141.8,9.0
10,-0.561218,1102.5,8.0
11,0.094472,1216.4,13.0
12,-0.431926,1125.0,12.0
13,-0.049852,1191.3,12.0
14,0.776017,1334.8,10.0
15,-0.238771,1158.5,11.0
16,-0.183940,1168.0,10.0
17,0.202950,1235.3,14.0
18,-0.157213,1172.7,8.0
19,-0.179073,1168.9,12.0
20,1.199512,1408.4,10.0
21,-0.680678,1081.8,6.0
22,-0.722556,1074.5,8.0
23,-0.236643,1158.9,10.0
24,0.348821,1260.6,11.0
25,-0.977673,1030.2,6.0
26,-0.408284,1129.1,11.0
27,-1.197869,991.9,5.0
28,-0.524527,1108.9,8.0
29,-0.486183,1115.5,8.0
30,0.500075,1286.9,17.0
31,0.563272,1297.9,14.0
32,-0.681446,1081.6,6.0
33,0.356602,1261.9,16.0
34,-0.369770,1135.8,10.0
35,0.700328,1321.7,17.0
36,-0.302819,1147.4,7.0
37,0.685580,1319.1,12.0
38,0.475737,1282.6,14.0
39,-0.543705,1105.5,10.0
40,-0.450310,1121.8,7.0
41,-1.025107,1021.9,6.0
42,1.113453,1393.4,16.0
43,0.630929,1309.6,16.0
44,0.460706,1280.0,10.0
45,-0.994543,1027.2,7.0
46,-0.427907,1125.7,10.0
47,-0.666496,1084.2,5.0
48,-0.364107,1136.7,12.0
49,-0.637497,1089.3,6.0
50,0.388396,1267.5,17.0
51,-0.350288,1139.1,10.0
52,-0.538205,1106.5,9.0
53,-0.253008,1156.0,10.0
54,-0.605931,1094.7,8.0
55,0.501704,1287.2,9.0
56,-0.212577,1163.1,14.0
57,0.843361,1346.5,14.0
58,0.442354,1276.8,13.0
59,-0.006169,1198.9,12.0
60,-0.129315,1177.5,9.0
61,0.585822,1301.8,17.0
62,0.281414,1248.9,12.0
63,1.226594,1413.1,19.0
64,0.782788,1336.0,19.0
65,-0.211121,1163.3,9.0
66,0.587455,1302.1,16.0
67,0.510747,1288.7,10.0
68,0.062263,1210.8,13.0
69,0.108069,1218.8,12.0
70,-0.625607,1091.3,9.0
71,-0.055676,1190.3,14.0
72,0.222251,1238.6,14.0
73,-1.673355,909.3,4.0
74,-0.210927,1163.4,7.0
75,0.365460,1263.5,14.0
76,-0.342741,1140.5,13.0
77,0.308170,1253.5,12.0
78,0.523576,1291.0,11.0
79,-0.184897,1167.9,11.0
80,0.104258,1218.1,15.0
81,-0.100713,1182.5,12.0
82,0.088602,1215.4,14.0
83,0.101519,1217.6,11.0
84,-0.356362,1138.1,9.0
85,0.062675,1210.9,10.0
86,-0.397812,1130.9,9.0
87,0.738413,1328.3,14.0
88,-0.423588,1126.4,9.0
89,0.051563,1209.0,10.0
90,-0.810074,1059.3,6.0
91,-0.033791,1194.1,11.0
92,-0.597475,1096.2,5.0
93,1.038461,1380.4,13.0
94,-0.476852,1117.2,10.0
95,0.201794,1235.1,11.0
96,-0.035168,1193.9,9.0
97,0.661792,1315.0,17.0
98,0.349027,1260.6,9.0
99,0.230043,1240.0,12.0
100,0.424458,1273.7,9.0
