game_no,player_first,player_second,result
1,9,2,w
2,16,12,l
3,4,15,w
4,5,8,w
5,16,13,l
6,5,13,l
7,6,16,w
8,9,14,l
9,3,18,w
10,18,15,l
11,3,10,w
12,13,20,l
13,4,3,w
14,1,10,w
15,20,3,w
16,13,9,l
17,7,12,l
18,11,14,w
19,2,9,l
20,5,14,l
21,7,20,l
22,17,1,w
23,1,10,w
24,5,16,l
25,3,18,w
26,10,18,l
27,1,3,w
28,18,11,l
29,18,9,l
30,15,2,w
31,20,8,w
32,9,19,l
33,15,7,w
34,3,7,w
35,9,17,l
36,17,4,l
37,19,17,w
38,14,2,w
39,13,18,w
40,14,19,l
41,19,11,w
42,3,10,w
43,18,5,l
44,13,15,l
45,19,11,w
46,8,17,w
47,7,6,l
48,14,11,w
49,9,1,l
50,8,12,l
51,8,14,w
52,8,10,w
53,20,1,w
54,19,1,w
55,20,2,w
56,3,10,l
57,18,16,w
58,2,7,w
59,5,14,l
60,6,9,w
61,13,4,l
62,12,3,l
63,6,10,w
64,5,13,l
65,15,14,w
66,11,3,l
67,19,20,w
68,2,4,l
69,11,7,l
70,5,12,l
71,1,3,w
72,8,17,l
73,17,6,l
74,4,15,w
75,19,11,w
76,4,11,l
77,16,17,w
78,15,12,l
79,12,18,w
80,15,10,l
81,18,19,l
82,18,14,l
83,3,5,w
84,12,2,w
85,18,17,w
86,6,17,w
87,9,15,w
88,18,17,w
89,1,12,w
90,9,16,l
91,3,7,l
92,2,6,w
93,15,8,l
94,12,18,l
95,16,17,l
96,7,11,w
97,4,1,l
98,18,16,w
99,1,6,w
100,8,16,l
101,14,8,w
102,15,3,l
103,14,12,w
104,16,10,l
105,16,6,l
106,9,19,w
107,16,9,l
108,17,6,l
109,20,12,l
110,20,10,l
111,17,4,l
112,7,4,w
113,8,6,l
114,10,19,l
115,18,16,w
116,8,6,l
117,11,14,w
118,13,6,w
119,2,4,w
120,4,2,l
121,9,4,w
122,6,1,w
123,2,12,w
124,5,8,w
125,8,20,l
126,4,17,w
127,8,9,w
128,12,13,l
129,2,19,w
130,6,16,l
131,5,6,l
132,15,14,w
133,10,5,w
134,10,14,w
135,10,3,w
136,16,17,w
137,7,20,w
138,9,20,w
139,14,1,w
140,1,17,l
141,12,17,w
142,17,18,w
143,12,6,w
144,8,7,w
145,20,2,w
146,19,20,w
147,3,18,l
148,8,12,w
149,10,16,w
150,8,7,l
151,11,2,l
152,19,6,l
153,14,9,l
154,2,7,l
155,8,7,w
156,19,20,w
157,5,11,w
158,7,13,w
159,4,12,l
160,19,12,l
161,16,10,l
162,10,20,l
163,16,5,w
164,20,16,w
165,19,18,w
166,2,6,w
167,1,18,l
168,10,13,l
169,9,19,w
170,19,10,w
171,19,3,l
172,4,2,l
173,11,20,l
174,4,11,l
175,8,12,l
176,6,3,w
177,20,7,l
178,12,7,w
179,9,3,l
180,5,15,l
181,7,8,w
182,2,13,l
183,7,20,l
184,19,13,w
185,2,11,l
186,14,3,w
187,4,5,w
188,6,20,w
189,10,13,w
190,11,16,w
191,14,13,l
192,15,19,l
193,2,6,w
194,9,17,l
195,3,20,w
196,2,5,l
197,7,5,l
198,3,16,l
199,19,9,l
200,7,11,w
