player_no,bt_rating,elo_rating,wins
1,-0.142908,1175.2,3
2,0.047673,1208.3,5
3,-0.333537,1142.1,1
4,0.047629,1208.3,5
5,-0.047648,1191.7,4
6,-0.142983,1175.2,3
7,0.047613,1208.3,5
8,-0.238216,1158.6,2
9,0.142968,1224.8,6
10,-0.142912,1175.2,3
11,0.047665,1208.3,5
12,0.047647,1208.3,5
13,0.142908,1224.8,6
14,0.047632,1208.3,5
15,-0.047663,1191.7,4
16,-0.142924,1175.2,3
17,-0.142961,1175.2,3
18,0.142947,1224.8,6
19,-0.333575,1142.1,1
20,0.142913,1224.8,6
21,-0.047691,1191.7,4
22,0.238255,1241.4,7
23,0.047680,1208.3,5
24,0.238185,1241.4,7
25,0.142933,1224.8,6
26,0.047618,1208.3,5
27,-0.047672,1191.7,4
28,-0.142916,1175.2,3
29,-0.238245,1158.6,2
30,-0.047631,1191.7,4
31,0.238244,1241.4,7
32,0.238274,1241.4,7
33,0.142939,1224.8,6
34,-0.047630,1191.7,4
35,-0.047647,1191.7,4
36,-0.142931,1175.2,3
37,0.238235,1241.4,7
38,0.142951,1224.8,6
39,0.047646,1208.3,5
40,0.047655,1208.3,5
41,-0.238223,1158.6,2
42,0.238190,1241.4,7
43,-0.142934,1175.2,3
44,-0.047645,1191.7,4
45,0.142950,1224.8,6
46,-0.047639,1191.7,4
47,-0.047647,1191.7,4
48,0.142921,1224.8,6
49,-0.047639,1191.7,4
50,-0.047638,1191.7,4
51,0.047636,1208.3,5
52,-0.047629,1191.7,4
53,-0.047628,1191.7,4
54,0.142948,1224.8,6
55,-0.238216,1158.6,2
56,0.142979,1224.8,6
57,0.047667,1208.3,5
58,0.047658,1208.3,5
59,-0.238228,1158.6,2
60,0.238181,1241.4,7
61,0.142915,1224.8,6
62,0.047675,1208.3,5
63,0.047604,1208.3,5
64,0.047638,1208.3,5
65,-0.047632,1191.7,4
66,-0.047647,1191.7,4
67,-0.238243,1158.6,2
68,0.142975,1224.8,6
69,0.142958,1224.8,6
70,-0.333547,1142.1,1
71,-0.047667,1191.7,4
72,-0.047622,1191.7,4
73,-0.047611,1191.7,4
74,0.047666,1208.3,5
75,-0.333504,1142.1,1
76,0.047638,1208.3,5
77,0.238190,1241.4,7
78,-0.047621,1191.7,4
79,-0.142931,1175.2,3
80,0.142960,1224.8,6
81,0.142951,1224.8,6
82,0.047648,1208.3,5
83,-0.333512,1142.1,1
84,0.142910,1224.8,6
85,0.047637,1208.3,5
86,0.047646,1208.3,5
87,0.047621,1208.3,5
88,-0.047631,1191.7,4
89,-0.238294,1158.6,2
90,0.047655,1208.3,5
91,-0.047638,1191.7,4
92,0.238254,1241.4,7
93,0.333458,1257.9,8
94,0.142925,1224.8,6
95,0.047601,1208.3,5
96,-0.047638,1191.7,4
97,0.238187,1241.4,7
98,0.142923,1224.8,6
99,0.047649,1208.3,5
100,-0.142958,1175.2,3
