game_no,player_first,player_second,result
1764,19,1,w
1185,9,6,l
1313,8,11,w
1708,3,11,w
1629,16,2,w
712,8,1,l
984,3,19,w
571,4,11,l
924,10,17,w
459,12,2,w
1829,4,15,w
1041,1,9,w
645,16,17,w
792,20,11,w
1518,14,8,l
398,11,9,l
1568,14,20,l
1172,20,6,l
1671,17,18,w
1525,7,13,l
647,19,7,w
1011,12,4,l
1051,10,12,l
237,5,10,w
1757,2,3,l
244,20,7,l
919,11,13,l
1631,8,9,w
1231,10,15,l
1276,15,1,l
576,5,4,w
162,10,20,l
1162,6,7,w
1889,10,15,l
35,9,17,l
1514,13,7,w
1193,13,10,w
1335,9,12,w
1137,17,18,w
1139,12,9,l
1535,5,6,w
1360,2,14,w
386,4,17,w
439,12,10,l
996,11,18,w
290,17,18,l
1077,17,1,l
118,13,6,w
1860,11,4,l
72,8,17,l
305,14,7,w
1615,9,6,l
802,6,17,w
120,4,2,l
1426,19,12,l
814,6,3,l
1913,4,20,l
1774,2,15,w
9,3,18,w
1959,10,5,l
1662,4,9,w
1651,10,17,l
729,10,9,l
139,14,1,w
1441,18,15,w
1916,4,15,l
57,18,16,w
109,20,12,l
310,18,17,l
1783,5,7,l
513,14,15,l
76,4,11,l
809,10,11,w
1105,3,16,l
1067,9,4,l
918,20,12,w
1488,11,7,l
1964,4,13,w
1204,16,17,w
1222,17,11,w
540,12,14,w
723,18,13,w
1079,4,7,l
982,12,7,l
482,9,16,w
1732,6,13,w
21,7,20,l
1110,6,19,w
1367,11,16,w
1896,4,6,l
172,4,2,l
927,15,14,w
251,11,16,w
147,3,18,l
242,6,16,l
871,6,13,l
1890,5,19,w
1018,18,2,w
497,18,10,w
345,3,6,l
458,18,11,w
201,10,15,l
1224,5,9,l
736,5,4,l
471,14,16,l
1661,17,18,w
382,7,18,l
1034,9,13,l
1047,11,5,l
594,2,7,w
640,14,18,w
1190,4,12,l
858,7,18,l
913,7,16,w
1657,7,1,l
154,2,7,l
870,11,13,l
1383,5,1,w
365,1,12,w
240,3,13,l
285,9,2,l
1730,9,4,w
1213,17,15,l
1451,20,12,l
1199,17,16,w
1603,7,11,l
1699,15,4,l
1989,6,17,l
1517,8,18,l
1142,19,8,w
355,19,5,l
452,19,13,l
1547,17,11,w
1068,15,10,w
1513,5,17,l
585,20,15,l
151,11,2,l
1595,14,2,l
1036,16,10,w
1531,17,18,w
808,14,2,l
5,16,13,l
716,9,4,l
1057,10,1,l
1985,19,10,l
167,1,18,l
970,2,18,w
1410,9,12,w
185,2,11,l
141,12,17,w
1015,17,15,w
1255,11,2,w
218,6,8,l
490,4,15,l
1075,12,7,l
1260,5,14,w
63,6,10,w
1854,18,7,l
1628,12,9,l
796,5,8,l
224,19,1,l
1398,4,7,w
429,11,2,l
1194,1,19,w
636,15,8,w
530,12,4,l
648,17,6,l
1509,2,6,w
75,19,11,w
