game_no,player_first,player_second,result
883,19,17,l
283,1,18,w
1242,1,20,l
1971,20,15,w
324,18,4,l
122,6,1,w
1055,17,9,w
1017,6,3,l
1861,1,15,w
1060,10,13,l
893,10,1,w
1929,3,17,w
93,15,8,l
1218,8,14,l
1372,3,16,w
728,16,20,l
501,10,1,l
385,13,9,l
59,5,14,l
368,20,9,l
1286,11,13,w
216,15,9,l
408,6,17,w
1913,4,20,l
1380,15,9,w
1687,12,2,l
770,3,5,w
1785,12,7,l
1919,10,3,w
172,4,2,l
1576,10,1,l
889,4,17,l
1081,11,20,w
459,12,2,w
1910,18,7,w
1854,18,7,l
570,6,8,w
1153,13,12,w
1555,16,15,w
558,18,1,w
1061,19,11,w
871,6,13,l
1942,5,7,l
1097,15,18,w
1221,13,10,l
348,5,7,w
1460,16,3,w
214,12,16,l
1630,18,17,w
1963,18,7,w
1207,7,3,l
1533,7,11,w
1301,6,19,w
537,14,18,w
414,13,16,l
672,11,16,l
1169,1,2,w
1402,5,18,w
603,9,19,w
3,4,15,w
708,13,16,w
353,12,9,l
1888,1,6,l
1039,14,5,w
627,3,8,w
1701,15,6,w
1951,7,12,l
55,20,2,w
774,2,12,w
1537,1,12,l
1686,11,19,w
745,10,3,l
784,10,15,l
553,17,18,w
1802,10,7,l
173,11,20,l
1706,10,2,l
1016,20,3,w
634,18,14,w
1542,3,14,l
661,13,9,l
1484,7,5,w
407,1,16,w
668,2,3,l
440,19,10,w
1088,9,14,l
302,9,4,l
1420,11,13,w
1025,16,11,w
1718,11,14,l
31,20,8,w
591,17,14,l
1943,10,18,w
495,4,19,l
114,10,19,l
1077,17,1,l
61,13,4,l
1442,7,20,w
1511,3,10,l
1585,5,9,l
1696,17,14,w
550,2,17,l
1729,2,20,w
432,15,4,l
1531,17,18,w
736,5,4,l
1114,12,17,w
583,3,5,w
483,16,7,l
1849,18,12,w
1876,12,9,w
255,4,9,l
1824,8,16,w
843,1,4,l
1720,14,4,l
618,2,1,w
374,1,6,w
937,4,16,w
1188,4,16,l
880,5,17,w
323,11,4,w
1980,13,2,w
356,19,6,l
1956,19,16,l
563,6,16,w
1758,16,3,w
1879,2,1,l
1146,12,7,l
760,13,5,l
1090,17,9,w
1787,3,1,w
1750,17,18,l
276,16,6,l
1725,20,19,l
139,14,1,w
1513,5,17,l
242,6,16,l
1579,17,2,l
1709,18,20,w
249,15,13,l
317,9,11,l
1868,14,19,w
521,11,6,w
1136,17,9,l
572,15,18,l
58,2,7,w
1691,8,11,l
532,14,13,l
1233,6,20,w
1659,10,3,w
1628,12,9,l
1494,2,11,l
1094,10,12,w
1080,7,10,l
1004,11,18,l
345,3,6,l
1690,8,5,l
1989,6,17,l
1390,12,15,l
1917,15,13,l
868,1,19,l
1304,7,13,l
1519,14,10,w
372,16,13,w
1654,16,10,w
1636,3,17,w
120,4,2,l
215,16,12,l
1783,5,7,l
364,7,20,w
1894,4,18,w
1011,12,4,l
42,3,10,w
17,7,12,l
1069,2,9,w
54,19,1,w
66,11,3,l
1329,20,14,w
625,13,5,l
1907,4,5,w
39,13,18,w
508,18,6,l
803,8,12,w
146,19,20,w
1318,18,20,l
1220,19,13,l
1880,17,9,w
543,1,2,l
78,15,12,l
697,16,17,w
375,17,19,l
355,19,5,l
1489,11,15,l
1237,2,17,w
1426,19,12,l
158,7,13,w
527,20,3,l
1590,1,10,l
451,11,4,w
201,10,15,l
1665,15,20,w
1029,20,10,w
1955,12,17,w
1311,18,20,l
1316,19,2,w
955,5,14,w
1704,2,13,w
1157,3,20,w
1898,11,20,w
1663,5,12,w
343,17,14,w
835,6,7,w
1517,8,18,l
1751,20,6,w
894,1,16,w
1674,3,8,l
932,4,2,l
480,5,13,l
1823,16,12,l
1219,9,19,l
1115,18,20,l
1310,6,16,l
1470,4,2,w
1231,10,15,l
497,18,10,w
806,10,7,l
1229,16,10,w
891,5,9,l
633,19,1,w
1655,8,5,l
206,6,9,w
14,1,10,w
988,1,20,l
906,13,18,l
737,11,8,l
1181,7,17,w
842,3,7,l
1368,8,7,w
157,5,11,w
1539,14,6,l
1326,16,9,l
1156,18,20,w
1391,9,7,l
1184,16,12,l
949,12,4,l
499,5,14,l
1518,14,8,l
1036,16,10,w
430,3,11,w
1797,17,8,w
1275,19,5,w
1856,19,2,l
601,6,15,w
183,7,20,l
1273,2,16,w
280,17,10,w
839,14,16,l
911,9,18,l
987,12,10,l
1543,1,7,w
100,8,16,l
1145,13,6,w
1503,10,8,l
898,10,4,l
460,17,15,w
21,7,20,l
542,8,3,l
966,12,11,w
1679,7,6,l
1030,8,20,w
1492,5,2,w
964,15,14,l
1409,3,15,l
1234,16,13,w
180,5,15,l
1550,10,17,w
315,3,9,l
152,19,6,l
529,3,5,w
772,13,3,l
297,16,11,l
1524,6,19,w
1466,19,17,l
1504,2,14,l
1792,7,11,l
105,16,6,l
191,14,13,l
489,5,2,w
849,3,1,l
205,9,12,l
452,19,13,l
1150,2,19,l
225,18,6,l
117,11,14,w
305,14,7,w
426,9,4,w
863,10,13,l
341,15,8,w
1759,12,5,l
595,11,3,l
1855,19,14,w
76,4,11,l
223,7,14,w
1540,17,13,l
1807,8,13,w
788,15,1,w
797,15,12,w
1238,15,7,w
493,11,13,l
1604,11,10,l
1568,14,20,l
1363,20,19,l
1694,19,12,l
212,13,14,w
901,18,19,l
1367,11,16,w
1769,17,8,w
362,17,11,w
639,17,12,l
38,14,2,w
106,9,19,w
1591,11,10,l
1197,15,2,l
1609,5,8,l
687,20,6,l
369,4,2,l
592,5,2,l
1100,17,8,w
857,17,16,w
1896,4,6,l
683,12,14,w
1826,6,19,w
1131,10,6,l
418,10,18,l
1745,15,13,w
239,1,20,w
1378,14,1,w
1404,6,12,w
638,20,15,w
1602,8,18,w
203,16,19,w
251,11,16,w
1076,4,6,w
236,7,2,l
1394,5,20,l
1635,15,9,w
370,3,15,w
1204,16,17,w
1716,12,4,l
848,6,15,l
1396,11,16,w
1459,4,20,w
1530,8,17,l
957,1,8,l
57,18,16,w
854,8,3,w
1777,20,14,l
1937,10,11,l
1946,2,16,l
1271,16,17,l
412,4,19,w
1598,1,15,w
1960,16,10,w
1167,16,17,l
729,10,9,l
513,14,15,l
1103,11,8,w
1627,7,16,w
1736,17,2,w
775,4,15,w
838,17,14,w
1176,7,14,l
1476,17,6,w
257,11,8,w
947,9,14,w
1594,20,18,l
1586,17,5,l
1276,15,1,l
926,19,18,l
5,16,13,l
1113,18,5,w
1433,1,11,w
1957,16,20,w
1991,3,4,l
1051,10,12,l
472,15,20,w
1347,17,4,l
1601,8,3,l
1495,9,5,w
