game_no,player_first,player_second,result
1398,4,7,w
229,6,13,w
214,12,16,l
1974,5,20,l
57,18,16,w
1304,7,13,l
1114,12,17,w
1675,10,18,w
1512,5,18,w
223,7,14,w
1079,4,7,l
1328,14,16,l
1336,12,3,w
1702,4,16,l
995,10,12,w
1720,14,4,l
1805,17,11,w
1232,9,3,w
716,9,4,l
270,1,14,w
1627,7,16,w
747,15,6,w
1810,11,15,w
1267,11,19,l
222,16,2,w
1689,13,8,w
492,10,17,w
1602,8,18,w
1080,7,10,l
260,7,14,w
1988,18,19,w
1217,2,16,w
622,14,19,l
1622,5,15,l
991,15,2,w
1847,16,17,w
1659,10,3,w
1480,12,14,w
367,10,9,l
1112,4,3,w
1860,11,4,l
693,20,11,w
596,11,18,w
1427,1,14,l
115,18,16,w
576,5,4,w
1379,18,11,l
1126,18,5,l
705,14,2,l
900,13,11,l
1468,8,14,w
219,9,6,l
1772,15,20,l
1784,2,10,l
1212,17,14,l
1493,10,12,l
126,4,17,w
1681,9,11,l
1026,14,5,w
1648,8,20,l
405,20,7,w
1121,7,13,w
344,9,15,l
698,8,5,l
1372,3,16,w
1862,5,15,l
768,7,6,l
1008,14,17,w
1892,10,1,l
132,15,14,w
1751,20,6,w
1510,8,14,l
531,6,5,l
924,10,17,w
1070,12,15,l
673,6,14,l
1210,13,16,l
1439,11,10,w
465,14,13,l
1837,20,4,l
1226,7,10,l
1278,2,15,l
1011,12,4,l
1099,17,12,w
376,13,15,l
1582,11,14,w
1187,3,11,w
570,6,8,w
111,17,4,l
1912,18,20,l
625,13,5,l
60,6,9,w
1652,11,3,l
1482,11,18,w
1356,3,11,l
1231,10,15,l
1673,4,20,w
1960,16,10,w
1594,20,18,l
427,18,1,l
1337,2,8,l
1514,13,7,w
1237,2,17,w
1404,6,12,w
1371,14,15,l
1990,14,6,l
195,3,20,w
546,5,9,l
1517,8,18,l
979,4,12,l
1725,20,19,l
256,20,5,w
1722,12,10,l
194,9,17,l
812,11,10,w
920,12,3,w
209,7,19,w
1273,2,16,w
864,14,5,w
1300,1,10,w
530,12,4,l
210,7,3,w
147,3,18,l
450,10,14,l
998,15,16,w
482,9,16,w
1408,8,19,w
216,15,9,l
181,7,8,w
1552,9,12,w
12,13,20,l
319,3,14,l
430,3,11,w
490,4,15,l
1207,7,3,l
608,14,20,l
1146,12,7,l
41,19,11,w
95,16,17,l
159,4,12,l
638,20,15,w
757,1,11,w
1247,20,5,w
1229,16,10,w
1010,1,15,w
886,17,18,w
20,5,14,l
986,1,2,l
1651,10,17,l
660,8,17,w
452,19,13,l
284,6,11,l
1904,11,13,l
1800,7,18,l
1665,15,20,w
433,13,19,l
479,20,4,l
775,4,15,w
330,2,6,l
1296,17,11,l
1744,3,14,w
134,10,14,w
89,1,12,w
1760,9,10,w
1958,8,16,w
3,4,15,w
1117,11,15,w
459,12,2,w
1728,4,14,l
380,20,3,w
1877,14,19,w
1037,7,15,l
186,14,3,w
1374,8,13,l
156,19,20,w
1842,11,18,l
1321,2,6,w
584,15,11,l
1206,2,15,w
23,1,10,w
1733,9,3,w
15,20,3,w
1544,14,8,w
1353,3,18,l
1355,16,10,l
642,14,19,w
466,2,15,w
1758,16,3,w
1841,2,6,w
1218,8,14,l
163,16,5,w
371,16,6,l
645,16,17,w
84,12,2,w
1509,2,6,w
431,4,16,l
1479,16,18,w
1189,18,12,l
21,7,20,l
1498,10,17,w
208,12,4,l
1208,2,19,w
1215,18,13,w
974,4,19,l
1170,3,17,w
362,17,11,w
794,8,16,l
481,16,15,l
103,14,12,w
1297,10,20,w
748,15,20,w
107,16,9,l
1447,18,11,w
331,4,19,l
183,7,20,l
297,16,11,l
291,9,17,w
1915,8,10,w
102,15,3,l
1684,10,5,w
16,13,9,l
1402,5,18,w
56,3,10,l
555,20,16,w
246,5,8,l
960,16,1,l
1876,12,9,w
700,18,4,l
1000,17,19,l
198,3,16,l
551,14,20,l
1905,12,19,l
890,2,19,w
175,8,12,l
1457,15,7,l
797,15,12,w
1727,8,2,w
1133,1,12,l
688,17,11,w
1540,17,13,l
611,2,18,l
881,11,9,w
933,8,9,l
240,3,13,l
1937,10,11,l
1978,6,12,w
1884,1,12,l
789,17,2,w
1927,8,10,w
468,14,19,w
639,17,12,l
267,12,4,l
1878,17,6,w
1986,13,14,w
1094,10,12,w
1856,19,2,l
1961,5,6,w
690,2,11,w
1695,18,8,l
734,20,12,w
1110,6,19,w
1828,9,20,l
436,7,9,l
902,2,4,w
1996,4,2,l
511,10,7,w
1866,16,11,l
896,4,10,l
668,2,3,l
1970,17,19,l
1709,18,20,w
1083,13,19,l
744,7,5,l
1726,2,4,l
301,13,6,w
345,3,6,l
993,15,2,w
52,8,10,w
1220,19,13,l
1529,12,14,l
1255,11,2,w
435,6,14,l
1704,2,13,w
1150,2,19,l
746,9,15,w
1931,12,3,w
1258,17,3,w
1880,17,9,w
272,5,11,w
36,17,4,l
74,4,15,w
1475,7,18,l
1282,16,18,w
999,18,17,l
1826,6,19,w
1087,9,15,l
161,16,10,l
686,2,9,l
591,17,14,l
1035,9,7,l
945,16,5,l
604,10,13,w
37,19,17,w
317,9,11,l
1797,17,8,w
894,1,16,w
1071,3,7,w
1367,11,16,w
310,18,17,l
953,9,4,l
1414,15,8,l
1992,4,15,l
1786,15,9,l
304,5,7,l
724,15,10,w
40,14,19,l
1756,13,17,l
1890,5,19,w
372,16,13,w
1516,4,10,l
1161,8,1,l
1934,3,9,w
909,5,1,w
157,5,11,w
1928,12,18,l
1686,11,19,w
1445,11,7,w
598,6,10,l
538,5,19,l
43,18,5,l
1994,14,17,w
1027,14,20,l
1177,17,1,l
506,7,19,l
82,18,14,l
630,15,2,w
1430,6,8,l
836,1,12,l
1869,1,16,l
404,5,10,l
1,9,2,w
827,8,18,l
478,13,6,l
850,10,14,l
1816,5,15,l
9,3,18,w
1879,2,1,l
552,3,9,w
51,8,14,w
735,2,13,l
25,3,18,w
1449,6,20,w
908,14,16,w
703,4,11,w
948,10,1,w
1799,17,5,l
782,2,5,l
1497,4,19,w
1568,14,20,l
1409,3,15,l
517,9,19,l
1197,15,2,l
1888,1,6,l
1903,14,6,w
1793,2,8,w
1329,20,14,w
204,20,19,w
1848,6,8,l
1330,15,7,l
1979,16,14,w
358,2,14,l
727,9,13,l
326,1,10,l
1471,18,16,w
1858,15,20,w
2,16,12,l
298,20,9,l
1236,5,7,l
599,3,18,l
1780,14,20,w
1737,2,4,w
356,19,6,l
1069,2,9,w
1365,17,13,w
420,11,7,l
1140,20,13,l
888,3,7,l
1957,16,20,w
1436,9,11,w
1209,1,20,l
193,2,6,w
1940,3,13,w
711,18,13,l
2000,15,5,w
458,18,11,w
533,18,4,w
73,17,6,l
1586,17,5,l
997,10,1,w
347,17,13,l
1819,14,6,w
664,17,7,w
1547,17,11,w
1832,16,17,w
1341,6,5,l
1262,20,12,w
68,2,4,l
1290,12,19,l
575,5,10,l
336,14,16,l
1587,11,6,l
539,17,6,l
651,16,20,w
699,18,14,l
470,20,17,w
1724,6,10,l
49,9,1,l
1108,18,15,w
348,5,7,w
1513,5,17,l
137,7,20,w
1520,16,4,l
149,10,16,w
1821,16,10,l
558,18,1,w
166,2,6,w
1102,8,4,w
521,11,6,w
1103,11,8,w
1742,11,4,l
1171,15,14,l
617,11,3,w
292,16,7,l
1717,20,1,l
1909,6,1,w
438,3,2,l
1045,16,1,w
1522,16,6,l
1387,10,19,l
1809,2,3,l
795,18,15,l
1463,5,10,l
696,7,10,l
1456,9,6,w
1047,11,5,l
1748,14,13,l
648,17,6,l
1752,12,1,l
353,12,9,l
302,9,4,l
378,1,11,l
516,13,12,w
626,11,13,w
1332,5,12,l
917,14,7,w
1813,18,5,w
1007,4,6,w
444,8,5,w
1466,19,17,l
1199,17,16,w
1584,10,6,l
1274,17,2,w
669,8,10,w
1711,11,16,l
1663,5,12,w
1950,18,16,l
844,8,4,w
1201,3,10,l
1228,17,14,w
1525,7,13,l
1342,1,6,l
1692,11,13,w
1459,4,20,w
53,20,1,w
1913,4,20,l
1910,18,7,w
1257,13,1,l
1438,6,12,l
662,12,14,l
510,14,6,w
22,17,1,w
388,20,3,w
1227,10,1,l
893,10,1,w
1271,16,17,l
1501,12,15,l
279,13,6,w
397,3,20,l
553,17,18,w
1640,1,12,w
961,16,3,l
1753,11,8,l
262,6,2,l
1955,12,17,w
254,20,2,l
