game_no,player_first,player_second,result
365,1,12,w
1902,4,17,w
1572,4,11,w
71,1,3,w
1596,15,9,l
1588,2,10,w
1478,18,6,w
847,6,19,l
165,19,18,w
1378,14,1,w
1203,20,18,l
1685,10,18,w
1953,4,10,l
27,1,3,w
817,13,17,w
1471,18,16,w
463,14,11,l
1183,6,20,l
115,18,16,w
1487,10,14,w
769,8,16,l
877,1,10,w
351,9,14,l
656,16,5,l
1277,20,14,l
1645,9,18,w
1414,15,8,l
702,1,8,w
1912,18,20,l
75,19,11,w
1510,8,14,l
1097,15,18,w
1660,13,4,w
445,18,15,l
543,1,2,l
118,13,6,w
1225,3,1,l
1524,6,19,w
323,11,4,w
1361,11,1,w
516,13,12,w
1219,9,19,l
944,20,15,l
682,12,13,w
1717,20,1,l
749,10,19,w
841,18,9,w
1444,18,20,l
563,6,16,w
780,15,16,l
233,14,20,l
957,1,8,l
1171,15,14,l
913,7,16,w
1655,8,5,l
1892,10,1,l
398,11,9,l
245,19,3,w
414,13,16,l
831,1,9,l
1500,3,7,w
770,3,5,w
1613,1,13,w
1843,13,1,l
1269,2,13,w
1052,14,6,w
1381,9,16,l
1969,11,6,w
1295,4,5,l
1161,8,1,l
1059,20,12,w
1111,7,9,w
1214,2,20,w
1818,17,2,w
83,3,5,w
1921,15,9,w
635,7,11,l
1541,18,17,l
149,10,16,w
1836,2,12,w
962,20,9,l
1922,8,5,l
431,4,16,l
832,1,4,w
1233,6,20,w
851,7,19,w
1172,20,6,l
1168,7,17,w
729,10,9,l
745,10,3,l
973,8,13,l
443,8,4,w
1523,8,3,l
1874,10,18,w
1783,5,7,l
1722,12,10,l
1976,4,3,l
1057,10,1,l
1093,16,12,w
766,8,10,l
1788,13,8,l
405,20,7,w
1533,7,11,w
1609,5,8,l
1090,17,9,w
1009,12,5,l
1343,14,2,l
1891,4,7,w
955,5,14,w
1072,3,20,w
66,11,3,l
373,9,12,w
455,7,17,l
1689,13,8,w
415,2,10,l
850,10,14,l
465,14,13,l
307,4,9,w
1954,18,6,w
209,7,19,w
820,17,4,w
1069,2,9,w
1687,12,2,l
1923,11,6,l
1686,11,19,w
1400,8,7,l
1932,15,7,w
985,2,11,w
416,4,13,w
399,16,20,l
1594,20,18,l
681,3,10,l
1518,14,8,l
391,15,10,w
947,9,14,w
1668,8,19,l
1142,19,8,w
665,11,8,l
1871,18,19,w
1195,5,4,l
1204,16,17,w
1483,10,11,l
1628,12,9,l
694,10,15,w
667,15,1,w
293,20,3,l
1094,10,12,w
1406,9,5,w
925,12,4,w
4,5,8,w
104,16,10,l
264,3,9,w
202,19,18,l
1522,16,6,l
1422,20,8,w
274,4,8,l
1125,19,17,w
1663,5,12,w
1084,9,12,w
1703,20,12,l
1489,11,15,l
1925,17,16,w
1468,8,14,w
1434,14,9,l
1199,17,16,w
708,13,16,w
211,16,5,w
1423,13,15,l
711,18,13,l
361,16,5,w
168,10,13,l
454,16,3,w
764,13,5,w
1762,14,15,w
1238,15,7,w
78,15,12,l
229,6,13,w
565,20,11,l
49,9,1,l
1674,3,8,l
1876,12,9,w
779,15,8,w
1196,4,11,l
511,10,7,w
1707,14,3,l
1024,3,1,l
306,9,19,w
1644,19,15,w
1800,7,18,l
688,17,11,w
892,1,4,w
95,16,17,l
1804,8,5,l
1815,5,8,l
814,6,3,l
1086,7,11,l
1614,5,19,w
1555,16,15,w
510,14,6,w
1791,13,17,l
126,4,17,w
618,2,1,w
1310,6,16,l
558,18,1,w
360,3,4,w
1933,5,12,w
1936,2,11,l
639,17,12,l
1163,13,4,l
438,3,2,l
1493,10,12,l
1605,9,20,l
628,3,17,l
457,2,19,w
526,16,20,w
1599,13,2,w
691,5,4,l
33,15,7,w
844,8,4,w
1514,13,7,w
1847,16,17,w
1070,12,15,l
1235,4,11,l
969,4,12,l
748,15,20,w
1327,15,9,w
1034,9,13,l
790,8,17,l
1998,6,10,w
363,12,10,l
101,14,8,w
442,5,16,l
