game_no,player_first,player_second,result
11,3,10,w
875,16,1,w
422,19,17,l
1047,11,5,l
1765,15,11,l
1112,4,3,w
381,5,10,w
1098,5,11,l
799,16,2,w
1179,9,4,l
1972,7,19,w
114,10,19,l
155,8,7,w
1718,11,14,l
685,19,10,w
1913,4,20,l
461,1,10,w
831,1,9,l
855,1,20,l
1671,17,18,w
451,11,4,w
1605,9,20,l
1488,11,7,l
1520,16,4,l
235,19,16,w
1930,6,16,l
1739,16,18,w
484,10,2,w
431,4,16,l
1410,9,12,w
1911,15,1,w
239,1,20,w
1535,5,6,w
1966,10,19,l
1898,11,20,w
1866,16,11,l
741,9,19,l
513,14,15,l
491,16,14,l
1677,3,10,w
1327,15,9,w
1931,12,3,w
872,5,1,l
1818,17,2,w
1418,11,12,w
98,18,16,w
1570,7,4,l
645,16,17,w
609,10,16,w
1877,14,19,w
1081,11,20,w
1729,2,20,w
252,14,9,l
1240,3,19,w
1843,13,1,l
13,4,3,w
1224,5,9,l
1597,5,11,w
803,8,12,w
773,14,2,l
1380,15,9,w
1572,4,11,w
1684,10,5,w
1361,11,1,w
1531,17,18,w
1783,5,7,l
742,11,13,w
35,9,17,l
128,12,13,l
1068,15,10,w
1670,17,7,l
1906,14,17,l
1642,20,4,w
1615,9,6,l
126,4,17,w
1524,6,19,w
243,13,12,l
863,10,13,l
1787,3,1,w
1772,15,20,l
1318,18,20,l
1425,20,6,w
1690,8,5,l
1689,13,8,w
1550,10,17,w
236,7,2,l
1811,18,16,l
30,15,2,w
696,7,10,l
591,17,14,l
445,18,15,l
1659,10,3,w
256,20,5,w
787,1,16,l
1250,17,2,w
639,17,12,l
651,16,20,w
1448,14,9,w
506,7,19,l
1474,13,10,l
948,10,1,w
1372,3,16,w
1916,4,15,l
911,9,18,l
594,2,7,w
1275,19,5,w
592,5,2,l
622,14,19,l
768,7,6,l
436,7,9,l
1169,1,2,w
1723,6,2,l
1228,17,14,w
147,3,18,l
1688,8,2,l
1536,16,1,l
1261,13,2,w
1674,3,8,l
1279,13,20,l
1832,16,17,w
918,20,12,w
1186,16,12,w
419,7,4,l
1773,4,16,l
225,18,6,l
1384,14,2,l
382,7,18,l
528,13,4,w
866,18,5,l
171,19,3,l
507,14,18,l
1754,3,13,l
581,10,16,l
667,15,1,w
1829,4,15,w
1706,10,2,l
1949,15,1,w
1547,17,11,w
921,15,6,l
623,14,16,w
1694,19,12,l
1522,16,6,l
317,9,11,l
1793,2,8,w
695,13,4,w
747,15,6,w
1042,13,10,l
771,7,18,l
737,11,8,l
240,3,13,l
1027,14,20,l
1807,8,13,w
1880,17,9,w
62,12,3,l
1149,11,1,w
