player_no,bt_rating,elo_rating,wins
1,0.009153,1201.6,97
2,-0.081621,1185.8,103
3,0.239954,1241.7,112
4,0.001450,1200.3,102
5,-0.047628,1191.7,85
6,0.274206,1247.6,123
7,-0.219305,1161.9,80
8,0.005703,1201.0,93
9,0.003240,1200.6,95
10,0.003786,1200.7,106
11,-0.099208,1182.8,107
12,-0.097931,1183.0,85
13,0.076404,1213.3,103
14,-0.060057,1189.6,101
15,0.100746,1217.5,112
16,0.082165,1214.3,106
17,-0.016512,1197.1,104
18,-0.096422,1183.2,95
19,-0.059134,1189.7,98
20,-0.018988,1196.7,93
