player_no,bt_rating,elo_rating,wins
1,-0.183325,1168.2,97
2,-0.102718,1182.2,103
3,0.343658,1259.7,112
4,0.022375,1203.9,102
5,-0.120380,1179.1,85
6,0.339029,1258.9,123
7,-0.169805,1170.5,80
8,-0.020673,1196.4,93
9,-0.114469,1180.1,95
10,-0.103097,1182.1,106
11,-0.058716,1189.8,107
12,-0.244118,1157.6,85
13,0.148816,1225.9,103
14,0.116637,1220.3,101
15,-0.030367,1194.7,112
16,0.149169,1225.9,106
17,-0.138322,1176.0,104
18,0.108146,1218.8,95
19,-0.172739,1170.0,98
20,0.230899,1240.1,93
