player_no,bt_rating,elo_rating,wins
1,-0.004241,1199.3,97
2,-0.104343,1181.9,103
3,0.208301,1236.2,112
4,0.026917,1204.7,102
5,-0.141029,1175.5,85
6,0.212247,1236.9,123
7,-0.161305,1172.0,80
8,0.027120,1204.7,93
9,0.021944,1203.8,95
10,0.056341,1209.8,106
11,-0.050323,1191.3,107
12,-0.101723,1182.3,85
13,0.020032,1203.5,103
14,-0.026813,1195.3,101
15,0.100871,1217.5,112
16,0.044958,1207.8,106
17,0.019439,1203.4,104
18,-0.095850,1183.3,95
19,-0.042448,1192.6,98
20,-0.010095,1198.2,93
