player_no,bt_rating,elo_rating,wins
1,-0.008144,1198.6,97
2,-0.084496,1185.3,103
3,0.242835,1242.2,112
4,0.018428,1203.2,102
5,-0.118811,1179.4,85
6,0.313611,1254.5,123
7,-0.236555,1158.9,80
8,-0.014793,1197.4,93
9,0.066955,1211.6,95
10,0.043495,1207.6,106
11,-0.064620,1188.8,107
12,-0.154946,1173.1,85
13,0.012912,1202.2,103
14,-0.026682,1195.4,101
15,0.136922,1223.8,112
16,0.080778,1214.0,106
17,0.001463,1200.3,104
18,-0.089795,1184.4,95
19,-0.054443,1190.5,98
20,-0.064114,1188.9,93
