player_no,bt_rating,elo_rating,wins
1,0.005611,1201.0,97
2,-0.085678,1185.1,103
3,0.258002,1244.8,112
4,0.025186,1204.4,102
5,-0.148981,1174.1,85
6,0.302011,1252.5,123
7,-0.239682,1158.4,80
8,-0.019061,1196.7,93
9,0.070691,1212.3,95
10,0.039746,1206.9,106
11,-0.078058,1186.4,107
12,-0.118426,1179.4,85
13,0.013938,1202.4,103
14,-0.015400,1197.3,101
15,0.134677,1223.4,112
16,0.106748,1218.5,106
17,-0.007427,1198.7,104
18,-0.103658,1182.0,95
19,-0.067196,1188.3,98
20,-0.073043,1187.3,93
