player_no,bt_rating,elo_rating,wins
1,-0.014087,1197.6,97
2,-0.043489,1192.4,103
3,0.226419,1239.3,112
4,0.023765,1204.1,102
5,-0.137602,1176.1,85
6,0.260531,1245.3,123
7,-0.151161,1173.7,80
8,-0.028474,1195.1,93
9,0.047557,1208.3,95
10,-0.010681,1198.1,106
11,-0.032579,1194.3,107
12,-0.146491,1174.6,85
13,0.001687,1200.3,103
14,0.037757,1206.6,101
15,0.048952,1208.5,112
16,0.053963,1209.4,106
17,0.016860,1202.9,104
18,-0.086548,1185.0,95
19,-0.061632,1189.3,98
20,-0.004747,1199.2,93
