player_no,bt_rating,elo_rating,wins
1,-0.218293,1162.1,3
2,0.037114,1206.4,5
3,-0.387654,1132.7,1
4,0.011658,1202.0,5
5,0.009384,1201.6,4
6,-0.222617,1161.3,3
7,0.171853,1229.9,5
8,-0.236850,1158.9,2
9,0.174640,1230.3,6
10,-0.018013,1196.9,3
11,0.064905,1211.3,5
12,0.083035,1214.4,5
13,0.239805,1241.7,6
14,0.082944,1214.4,5
15,-0.112440,1180.5,4
16,-0.185148,1167.8,3
17,-0.225623,1160.8,3
18,0.191596,1233.3,6
19,-0.354707,1138.4,1
20,0.134119,1223.3,6
21,-0.019227,1196.7,4
22,0.158399,1227.5,7
23,0.140710,1224.4,5
24,0.311663,1254.1,7
25,0.131323,1222.8,6
26,0.114911,1220.0,5
27,0.071424,1212.4,4
28,-0.181397,1168.5,3
29,-0.194779,1166.2,2
30,0.055230,1209.6,4
31,0.284994,1249.5,7
32,0.185132,1232.2,7
33,0.201477,1235.0,6
34,-0.062877,1189.1,4
35,-0.013170,1197.7,4
36,-0.145362,1174.7,3
37,0.262482,1245.6,7
38,0.120193,1220.9,6
39,-0.056438,1190.2,5
40,0.112798,1219.6,5
41,-0.276218,1152.0,2
42,0.311197,1254.1,7
43,-0.170612,1170.4,3
44,-0.135966,1176.4,4
45,0.184451,1232.0,6
46,0.045185,1207.8,4
47,-0.019482,1196.6,4
48,0.211476,1236.7,6
49,-0.087642,1184.8,4
50,-0.060405,1189.5,4
51,0.115277,1220.0,5
52,-0.028935,1195.0,4
53,-0.011993,1197.9,4
54,0.061106,1210.6,6
55,-0.332347,1142.3,2
56,0.163503,1228.4,6
57,-0.007240,1198.7,5
58,0.148156,1225.7,5
59,-0.283964,1150.7,2
60,0.175706,1230.5,7
61,0.223614,1238.8,6
62,0.092164,1216.0,5
63,0.060805,1210.6,5
64,-0.029342,1194.9,5
65,0.005624,1201.0,4
66,-0.016107,1197.2,4
67,-0.262208,1154.4,2
68,0.213792,1237.1,6
69,0.111080,1219.3,6
70,-0.369932,1135.7,1
71,-0.094960,1183.5,4
72,0.055359,1209.6,4
73,-0.051397,1191.1,4
74,0.123275,1221.4,5
75,-0.403729,1129.9,1
76,-0.018885,1196.7,5
77,0.296370,1251.5,7
78,-0.037754,1193.4,4
79,-0.116185,1179.8,3
80,0.138365,1224.0,6
81,0.179674,1231.2,6
82,0.022894,1204.0,5
83,-0.385989,1132.9,1
84,0.219808,1238.2,6
85,0.087362,1215.2,5
86,0.067758,1211.8,5
87,0.003827,1200.7,5
88,-0.083792,1185.4,4
89,-0.288348,1149.9,2
90,0.039240,1206.8,5
91,-0.053884,1190.6,4
92,0.277390,1248.2,7
93,0.388735,1267.5,8
94,0.216644,1237.6,6
95,0.023251,1204.0,5
96,-0.038961,1193.2,4
97,0.266193,1246.2,7
98,0.133441,1223.2,6
99,0.094281,1216.4,5
100,-0.199619,1165.3,3
101,-0.059233,1189.7,4
102,-0.258500,1155.1,2
103,0.112131,1219.5,5
104,-0.092311,1184.0,4
105,0.191423,1233.3,6
106,-0.159714,1172.3,3
107,0.186560,1232.4,6
108,-0.045326,1192.1,4
109,-0.153962,1173.3,4
110,0.010548,1201.8,5
111,0.192589,1233.5,6
112,-0.129197,1177.6,3
113,-0.101525,1182.4,4
114,-0.002555,1199.6,4
115,0.136184,1223.7,6
116,-0.042174,1192.7,3
117,-0.036229,1193.7,4
118,0.113267,1219.7,5
119,0.171554,1229.8,6
120,0.050849,1208.8,5
121,-0.183364,1168.1,3
122,-0.033541,1194.2,3
123,-0.064757,1188.8,4
124,0.085550,1214.9,5
125,-0.122573,1178.7,3
126,0.061335,1210.7,5
127,-0.105897,1181.6,4
128,0.031637,1205.5,4
129,-0.107432,1181.3,4
130,-0.173254,1169.9,3
131,0.048649,1208.5,5
132,-0.091602,1184.1,4
133,0.009206,1201.6,5
134,-0.012640,1197.8,5
135,-0.015119,1197.4,5
136,-0.315957,1145.1,2
137,-0.194103,1166.3,3
138,0.297694,1251.7,7
139,0.018213,1203.2,5
140,-0.124347,1178.4,4
141,0.403788,1270.1,8
142,-0.215754,1162.5,3
143,0.122152,1221.2,6
144,-0.038492,1193.3,4
145,-0.256564,1155.4,2
146,0.160883,1227.9,5
147,0.111438,1219.4,5
148,-0.187153,1167.5,2
149,0.240058,1241.7,6
150,-0.075854,1186.8,4
151,-0.087067,1184.9,4
152,-0.308516,1146.4,2
153,-0.099638,1182.7,4
154,-0.072880,1187.3,5
155,-0.180414,1168.7,3
156,0.066106,1211.5,5
157,-0.000267,1200.0,4
158,-0.317024,1144.9,2
159,-0.171295,1170.2,3
160,-0.207150,1164.0,3
161,-0.470391,1118.3,0
162,0.109483,1219.0,6
163,0.303557,1252.7,7
164,-0.238286,1158.6,2
165,-0.126620,1178.0,4
166,-0.255415,1155.6,3
167,0.229267,1239.8,6
168,0.148257,1225.8,5
169,-0.174558,1169.7,3
170,-0.095518,1183.4,3
171,-0.038394,1193.3,5
172,-0.115368,1180.0,3
173,-0.159305,1172.3,4
174,-0.001324,1199.8,4
175,-0.015041,1197.4,4
176,-0.004608,1199.2,4
177,-0.299561,1148.0,2
178,-0.169273,1170.6,3
179,-0.297679,1148.3,2
180,0.009907,1201.7,5
181,0.043179,1207.5,5
182,0.112622,1219.6,6
183,-0.291730,1149.3,2
184,-0.036428,1193.7,4
185,-0.025022,1195.7,4
186,0.048812,1208.5,4
187,-0.039619,1193.1,5
188,0.023561,1204.1,4
189,0.215329,1237.4,7
190,-0.145348,1174.8,4
191,-0.061468,1189.3,5
192,-0.321670,1144.1,2
193,-0.142915,1175.2,3
194,-0.124100,1178.4,4
195,0.198758,1234.5,6
196,-0.152361,1173.5,4
197,-0.007229,1198.7,4
198,-0.106505,1181.5,3
199,0.354737,1261.6,8
200,0.188335,1232.7,6
201,-0.039398,1193.2,4
202,0.112177,1219.5,5
203,-0.031998,1194.4,4
204,0.180978,1231.4,6
205,0.048795,1208.5,4
206,-0.283326,1150.8,2
207,0.029076,1205.1,5
208,0.128255,1222.3,6
209,0.107649,1218.7,5
210,-0.204357,1164.5,3
211,0.220711,1238.3,6
212,-0.136370,1176.3,3
213,0.014563,1202.5,4
214,0.108810,1218.9,6
215,0.009383,1201.6,4
216,-0.062634,1189.1,3
217,-0.231037,1159.9,3
218,-0.095582,1183.4,4
219,0.056918,1209.9,4
220,-0.018415,1196.8,4
221,-0.156777,1172.8,3
222,0.284897,1249.5,7
223,-0.113948,1180.2,4
224,-0.154819,1173.1,4
225,-0.028606,1195.0,5
226,0.298437,1251.8,7
227,0.028074,1204.9,5
228,0.017722,1203.1,5
229,-0.089234,1184.5,4
230,0.023377,1204.1,5
231,0.079671,1213.8,5
232,0.109782,1219.1,6
233,0.130743,1222.7,6
234,0.221540,1238.5,6
235,-0.010317,1198.2,5
236,0.027494,1204.8,5
237,0.135215,1223.5,5
238,-0.249819,1156.6,3
239,0.137008,1223.8,5
240,-0.255060,1155.7,2
241,-0.186837,1167.5,3
242,-0.388815,1132.5,1
243,0.110228,1219.1,6
244,0.201764,1235.1,7
245,-0.312924,1145.6,2
246,0.106978,1218.6,5
247,0.221334,1238.4,6
248,0.046964,1208.2,5
249,-0.043283,1192.5,4
250,0.006591,1201.1,5
251,0.064885,1211.3,5
252,-0.138013,1176.0,4
253,-0.017009,1197.0,4
254,-0.092694,1183.9,3
255,0.113998,1219.8,5
256,0.314946,1254.7,7
257,-0.137007,1176.2,4
258,0.018163,1203.2,5
259,-0.157497,1172.6,4
260,0.100227,1217.4,5
261,0.019960,1203.5,4
262,-0.137239,1176.2,4
263,0.166505,1228.9,6
264,-0.120774,1179.0,3
265,-0.239858,1158.3,2
266,0.292741,1250.9,7
267,0.110884,1219.3,5
268,-0.132816,1176.9,4
269,0.054183,1209.4,5
270,-0.152051,1173.6,3
271,-0.219646,1161.8,3
272,-0.155085,1173.1,3
273,0.030242,1205.3,5
274,0.182938,1231.8,6
275,0.080652,1214.0,5
276,0.101909,1217.7,6
277,0.174012,1230.2,6
278,-0.151238,1173.7,3
279,0.278679,1248.4,7
280,-0.135348,1176.5,2
281,-0.001010,1199.8,4
282,-0.238521,1158.6,2
283,-0.049667,1191.4,4
284,0.216459,1237.6,6
285,-0.031010,1194.6,4
286,0.082699,1214.4,6
287,-0.160209,1172.2,3
288,0.085522,1214.9,6
289,0.275899,1247.9,8
290,0.065154,1211.3,5
291,-0.020188,1196.5,4
292,-0.202612,1164.8,3
293,-0.021790,1196.2,5
294,0.064859,1211.3,5
295,0.224742,1239.0,6
296,0.004827,1200.8,5
297,0.135124,1223.5,7
298,0.157343,1227.3,5
299,-0.085218,1185.2,3
300,0.212927,1237.0,6
301,-0.378724,1134.2,1
302,0.181522,1231.5,6
303,0.009992,1201.7,5
304,0.178019,1230.9,6
305,-0.139507,1175.8,3
306,-0.054947,1190.5,4
307,-0.203769,1164.6,2
308,0.047069,1208.2,6
309,0.076930,1213.4,5
310,-0.148898,1174.1,3
311,0.170602,1229.6,6
312,-0.071785,1187.5,4
313,0.147695,1225.7,5
314,0.297403,1251.7,7
315,0.092604,1216.1,6
316,-0.114251,1180.2,4
317,0.037225,1206.5,5
318,0.093380,1216.2,5
319,0.065176,1211.3,6
320,0.380942,1266.2,8
321,-0.264769,1154.0,2
322,0.228464,1239.7,7
323,0.153814,1226.7,5
324,0.247621,1243.0,7
325,0.031322,1205.4,5
326,0.056915,1209.9,5
327,0.313745,1254.5,7
328,-0.148307,1174.2,4
329,0.394279,1268.5,8
330,0.153234,1226.6,5
331,0.020662,1203.6,4
332,-0.131842,1177.1,3
333,-0.098858,1182.8,4
334,0.030782,1205.3,4
335,0.327125,1256.8,7
336,0.085889,1214.9,5
337,0.156220,1227.1,6
338,0.312717,1254.3,7
339,-0.068324,1188.1,3
340,-0.332860,1142.2,2
341,0.134636,1223.4,5
342,0.016371,1202.8,5
343,-0.030898,1194.6,4
344,0.073657,1212.8,5
345,-0.119749,1179.2,4
346,0.010653,1201.9,4
347,-0.135303,1176.5,4
348,-0.018699,1196.8,4
349,0.054875,1209.5,5
350,0.186944,1232.5,7
351,0.006739,1201.2,5
352,0.004335,1200.8,5
353,-0.077004,1186.6,4
354,-0.024759,1195.7,4
355,-0.281689,1151.1,2
356,-0.055402,1190.4,4
357,0.030264,1205.3,5
358,0.069303,1212.0,5
359,0.024024,1204.2,4
360,-0.006583,1198.9,4
361,-0.194590,1166.2,3
362,0.387154,1267.3,8
363,-0.163811,1171.5,3
364,0.062765,1210.9,5
365,0.098544,1217.1,5
366,-0.018185,1196.8,4
367,0.147648,1225.6,6
368,-0.127756,1177.8,4
369,-0.327766,1143.1,2
370,0.226956,1239.4,6
371,0.106178,1218.4,6
372,0.333082,1257.9,7
373,-0.022969,1196.0,4
374,0.182126,1231.6,6
375,0.103223,1217.9,5
376,0.187622,1232.6,6
377,-0.066011,1188.5,4
378,-0.009703,1198.3,5
379,-0.064534,1188.8,5
380,-0.146520,1174.5,3
381,-0.112071,1180.5,4
382,0.112365,1219.5,6
383,-0.201088,1165.1,2
384,-0.127296,1177.9,4
385,-0.171093,1170.3,3
386,0.057450,1210.0,5
387,0.162238,1228.2,5
388,0.108281,1218.8,5
389,-0.066898,1188.4,4
390,-0.202488,1164.8,3
391,-0.018580,1196.8,3
392,-0.108696,1181.1,4
393,-0.112101,1180.5,4
394,0.135391,1223.5,5
395,0.470450,1281.7,9
396,0.213715,1237.1,6
397,-0.307812,1146.5,2
398,-0.119823,1179.2,4
399,0.094337,1216.4,5
400,0.085661,1214.9,6
401,0.162328,1228.2,6
402,0.125315,1221.8,5
403,0.130052,1222.6,6
404,-0.082666,1185.6,5
405,-0.302924,1147.4,2
406,0.063761,1211.1,6
407,-0.043655,1192.4,4
408,0.248701,1243.2,6
409,-0.202912,1164.8,3
410,0.169551,1229.5,6
411,-0.130426,1177.3,3
412,0.127966,1222.2,5
413,-0.131389,1177.2,3
414,-0.078468,1186.4,4
415,-0.084981,1185.2,4
416,0.331894,1257.7,8
417,-0.070180,1187.8,4
418,-0.203442,1164.7,2
419,0.311653,1254.1,7
420,0.111846,1219.4,6
421,0.043690,1207.6,6
422,-0.102122,1182.3,3
