player_no,bt_rating,elo_rating,wins
1,-3.789347,541.7,3
2,1.425921,1447.7,5
3,-15.947666,-1570.4,1
4,1.146489,1399.2,5
5,-0.009081,1198.4,4
6,-4.398698,435.9,3
7,3.572955,1820.7,5
8,-3.268016,632.3,2
9,3.117716,1741.6,6
10,-0.578759,1099.5,3
11,0.764023,1332.7,5
12,0.864103,1350.1,5
13,4.498626,1981.5,6
14,0.183131,1231.8,5
15,-1.255565,981.9,4
16,-3.842432,532.5,3
17,-4.521932,414.5,3
18,2.233795,1588.0,6
19,-8.338344,-248.5,1
20,1.320438,1429.4,6
21,0.019495,1203.4,4
22,2.389024,1615.0,7
23,2.478295,1630.5,5
24,6.030789,2247.7,7
25,3.186831,1753.6,6
26,1.597654,1477.5,5
27,0.883855,1353.5,4
28,-2.274620,804.9,3
29,-4.035479,499.0,2
30,0.592463,1302.9,4
31,4.199207,1929.5,7
32,2.796165,1685.7,7
33,3.484961,1805.4,6
34,-2.615750,745.6,4
35,0.286186,1249.7,4
36,-1.609702,920.4,3
37,3.149061,1747.0,7
38,0.503365,1287.4,6
39,-0.692588,1079.7,5
40,1.040076,1380.7,5
41,-4.360365,442.5,2
42,5.722124,2194.0,7
43,-2.794162,714.6,3
44,-3.468508,597.5,4
45,2.384565,1614.2,6
46,0.251301,1243.7,4
47,-2.139535,828.3,4
48,4.174552,1925.2,6
49,-1.062968,1015.3,4
50,-0.750130,1069.7,4
51,0.767855,1333.4,5
52,0.032896,1205.7,4
53,-0.792436,1062.3,4
54,2.530123,1639.5,6
55,-8.117173,-210.1,2
56,1.914244,1532.5,6
57,0.806854,1340.2,5
58,2.967196,1715.5,5
59,-5.515822,241.8,2
60,3.410990,1792.5,7
61,4.313059,1949.3,6
62,1.710808,1497.2,5
63,2.407236,1618.2,5
64,-0.158253,1172.5,5
65,0.004383,1200.8,4
66,-0.719998,1074.9,4
67,-4.922943,344.8,2
68,2.619770,1655.1,6
69,1.518676,1463.8,6
70,-7.995125,-188.9,1
71,-1.522497,935.5,4
72,1.461323,1453.9,4
73,-0.377736,1134.4,4
74,2.473839,1629.7,5
75,-24.240832,-3011.1,1
76,-0.989737,1028.1,5
77,6.906948,2399.9,7
78,-1.009778,1024.6,4
79,-2.646335,740.3,3
80,2.059881,1557.8,6
81,2.994936,1720.3,6
82,-0.060397,1189.5,5
83,-7.460897,-96.1,1
84,3.610915,1827.3,6
85,1.678810,1491.6,5
86,0.843832,1346.6,5
87,-0.106637,1181.5,5
88,-0.486783,1115.4,4
89,-5.553346,235.3,2
90,1.437958,1449.8,5
91,-1.168681,997.0,4
92,4.045334,1902.7,7
93,8.254203,2633.9,8
94,2.676071,1664.9,6
95,2.324118,1603.7,5
96,1.116282,1393.9,4
97,4.342271,1954.3,7
98,0.637686,1310.8,6
99,0.852477,1348.1,5
100,-2.347826,792.1,3
101,-0.199725,1165.3,4
102,-4.752831,374.3,2
103,1.328906,1430.9,5
104,0.084992,1214.8,4
105,2.768653,1681.0,6
106,-2.642181,741.0,3
107,2.378989,1613.3,6
108,0.861269,1349.6,4
109,-2.672083,735.8,4
110,-0.582941,1098.7,5
111,2.945031,1711.6,6
112,-0.199710,1165.3,3
113,-1.481125,942.7,4
114,-0.722614,1074.5,4
115,1.764514,1506.5,6
116,0.614216,1306.7,3
117,-1.852924,878.1,4
118,0.625138,1308.6,5
119,3.139047,1745.3,6
120,1.436295,1449.5,5
121,-2.759374,720.6,3
122,-0.808353,1059.6,3
123,-0.718107,1075.3,4
124,0.591739,1302.8,5
125,-2.821625,709.8,3
126,1.794146,1511.7,5
127,-2.268069,806.0,4
128,-0.122334,1178.7,4
129,-1.117905,1005.8,4
130,-2.104183,834.5,3
131,-0.115749,1179.9,5
132,-0.952248,1034.6,4
133,0.883500,1353.5,5
134,-0.008644,1198.5,5
135,-1.313778,971.8,5
136,-8.073935,-202.6,2
137,-3.191527,645.6,3
138,7.778200,2551.2,7
139,0.821565,1342.7,5
140,-1.762583,893.8,4
141,24.812548,5510.4,8
142,-2.837216,707.1,3
143,0.876777,1352.3,6
144,-0.572278,1100.6,4
145,-3.915177,519.9,2
146,3.474906,1803.7,5
147,1.046556,1381.8,5
148,-3.930009,517.3,2
149,4.049042,1903.4,6
150,-0.882424,1046.7,4
151,-2.452448,774.0,4
152,-5.954717,165.6,2
153,-1.169905,996.8,4
154,-2.577481,752.2,5
155,-2.835620,707.4,3
156,-0.294092,1148.9,5
157,0.366434,1263.7,4
158,-6.866155,7.2,2
159,-2.014137,850.1,3
160,-2.658798,738.1,3
161,-33.432673,-4607.9,0
162,1.644125,1485.6,6
163,5.677460,2186.3,7
164,-4.266994,458.7,2
165,-3.580212,578.1,4
166,-7.254313,-60.2,3
167,4.622599,2003.0,6
