player_no,bt_rating,elo_rating,wins
1,-0.706582,1077.3,8.0
2,0.248155,1243.1,9.0
3,1.470606,1455.5,12.0
4,-0.199873,1165.3,10.0
5,1.128662,1396.1,17.0
6,-0.213850,1162.9,11.0
7,-0.376499,1134.6,12.0
8,0.984011,1370.9,15.0
9,-0.334750,1141.8,9.0
10,-0.547403,1104.9,8.0
11,0.095982,1216.7,13.0
12,-0.383317,1133.4,12.0
13,-0.056114,1190.3,12.0
14,0.735872,1327.8,10.0
15,-0.222398,1161.4,11.0
16,-0.177860,1169.1,10.0
17,0.192820,1233.5,14.0
18,-0.146832,1174.5,8.0
19,-0.174490,1169.7,12.0
20,1.085949,1388.6,10.0
21,-0.597150,1096.3,6.0
22,-0.705198,1077.5,8.0
23,-0.243174,1157.8,10.0
24,0.332765,1257.8,11.0
25,-0.952625,1034.5,6.0
26,-0.405111,1129.6,11.0
27,-1.119243,1005.6,5.0
28,-0.506885,1111.9,8.0
29,-0.469504,1118.4,8.0
30,0.478755,1283.2,17.0
31,0.543209,1294.4,14.0
32,-0.674784,1082.8,6.0
33,0.350045,1260.8,16.0
34,-0.359694,1137.5,10.0
35,0.698573,1321.4,17.0
36,-0.281162,1151.2,7.0
37,0.660313,1314.7,12.0
38,0.464454,1280.7,14.0
39,-0.515557,1110.4,10.0
40,-0.435820,1124.3,7.0
41,-0.979667,1029.8,6.0
42,1.065850,1385.2,16.0
43,0.600003,1304.2,16.0
44,0.426108,1274.0,10.0
45,-0.938298,1037.0,7.0
46,-0.416210,1127.7,10.0
47,-0.634619,1089.8,5.0
48,-0.349546,1139.3,12.0
49,-0.606663,1094.6,6.0
50,0.383172,1266.6,17.0
51,-0.323164,1143.9,10.0
52,-0.543910,1105.5,9.0
53,-0.233910,1159.4,10.0
54,-0.601929,1095.4,8.0
55,0.475543,1282.6,9.0
56,-0.207586,1163.9,14.0
57,0.825914,1343.5,14.0
58,0.443127,1277.0,13.0
59,0.003552,1200.6,12.0
60,-0.128671,1177.6,9.0
61,0.573740,1299.7,17.0
62,0.269361,1246.8,12.0
63,1.195170,1407.6,19.0
64,0.781347,1335.7,19.0
65,-0.210008,1163.5,9.0
66,0.557979,1296.9,16.0
67,0.487995,1284.8,10.0
68,0.056822,1209.9,13.0
69,0.100647,1217.5,12.0
70,-0.616419,1092.9,9.0
71,-0.042258,1192.7,14.0
72,0.222911,1238.7,14.0
73,-1.533948,933.5,4.0
74,-0.152135,1173.6,7.0
75,0.359396,1262.4,14.0
76,-0.332220,1142.3,13.0
77,0.282970,1249.2,12.0
78,0.503922,1287.5,11.0
79,-0.180161,1168.7,11.0
80,0.099602,1217.3,15.0
81,-0.111913,1180.6,12.0
82,0.098718,1217.1,14.0
83,0.096904,1216.8,11.0
84,-0.348811,1139.4,9.0
85,0.063562,1211.0,10.0
86,-0.391807,1131.9,9.0
87,0.708260,1323.0,14.0
88,-0.413661,1128.1,9.0
89,0.039545,1206.9,10.0
90,-0.769127,1066.4,6.0
91,-0.049504,1191.4,11.0
92,-0.557425,1103.2,5.0
93,0.992070,1372.3,13.0
94,-0.465111,1119.2,10.0
95,0.200570,1234.8,11.0
96,-0.045868,1192.0,9.0
97,0.643674,1311.8,17.0
98,0.337536,1258.6,9.0
99,0.240467,1241.8,12.0
100,0.383813,1266.7,9.0
