player,rating,elo,wins
RWKV-4-Raven-14B,-0.4241220203337825,1126.3224587661518,878
alpaca-13b,-0.5899782643565582,1097.5102781388355,1118
chatglm-6b,-0.9143583975867577,1041.1596773784686,649
claude-instant-v1,1.4055923088481488,1444.176393415361,1493
claude-v1,1.5401256199185545,1467.5472232673812,2390
dolly-v2-12b,-1.3473732025316492,965.9373012304769,443
fastchat-t5-3b,-0.8451331382792476,1053.185336628698,611
gpt-3.5-turbo,1.0568096545157384,1383.5866405513068,2524
gpt-4,1.919976841036425,1533.5341389776625,2888
gpt4all-13b-snoozy,-0.3462983525096479,1139.8418145651492,252
guanaco-33b,0.6634096247437435,1315.2460557070858,436
koala-13b,0.04158919844671721,1207.2247837568755,1901
llama-13b,-1.5594086040728934,929.1029792874758,304
mpt-7b-chat,-0.376277676841246,1134.6338725137887,671
oasst-pythia-12b,-0.5995938626533946,1095.8398776266297,1150
palm-2,0.42088087919071937,1273.1144973484475,1125
stablelm-tuned-alpha-7b,-1.2056348579696776,990.5597735974234,485
vicuna-13b,0.510747686856481,1288.7259608186478,2667
vicuna-7b,0.1976581053530339,1234.3367297833097,883
wizardlm-13b,0.45138845822529355,1278.4142066408247,426
