player_no,bt_rating,elo_rating,wins
1,-0.001428,1199.8,97.0
2,-0.081734,1185.8,103.0
3,0.254342,1244.2,112.0
4,0.012790,1202.2,102.0
5,-0.138803,1175.9,85.0
6,0.312101,1254.2,123.0
7,-0.249636,1156.6,80.0
8,-0.010005,1198.3,93.0
9,0.066507,1211.6,95.0
10,0.040818,1207.1,106.0
11,-0.062807,1189.1,107.0
12,-0.150507,1173.9,85.0
13,0.015014,1202.6,103.0
14,-0.015025,1197.4,101.0
15,0.133388,1223.2,112.0
16,0.098441,1217.1,106.0
17,0.005749,1201.0,104.0
18,-0.100901,1182.5,95.0
19,-0.063134,1189.0,98.0
20,-0.065169,1188.7,93.0
