player_no,bt_rating,elo_rating,wins
1,-3.802758,539.4,3.0
2,1.336399,1432.2,5.0
3,-8.277033,-237.9,1.0
4,1.053737,1383.1,5.0
5,-0.086748,1184.9,4.0
6,-4.322306,449.1,3.0
7,3.466933,1802.3,5.0
8,-3.304233,626.0,2.0
9,3.014721,1723.7,6.0
10,-0.650181,1087.1,3.0
11,0.677615,1317.7,5.0
12,0.779253,1335.4,5.0
13,4.390095,1962.6,6.0
14,0.112519,1219.5,5.0
15,-1.316833,971.2,4.0
16,-3.854429,530.4,3.0
17,-4.489682,420.1,3.0
18,2.137053,1571.2,6.0
19,-7.919363,-175.7,1.0
20,1.238615,1415.2,6.0
21,-0.054457,1190.5,4.0
22,2.298636,1599.3,7.0
23,2.379651,1613.4,5.0
24,5.900913,2225.1,7.0
25,3.085903,1736.1,6.0
26,1.508014,1462.0,5.0
27,0.798848,1338.8,4.0
28,-2.328451,795.5,3.0
29,-4.020486,501.6,2.0
30,0.508510,1288.3,4.0
31,4.090306,1910.6,7.0
32,2.699678,1669.0,7.0
33,3.379781,1787.1,6.0
34,-2.636804,741.9,4.0
35,0.204830,1235.6,4.0
36,-1.674882,909.0,3.0
37,3.048458,1729.6,7.0
38,0.425909,1274.0,6.0
39,-0.751689,1069.4,5.0
40,0.957472,1366.3,5.0
41,-4.374223,440.1,2.0
42,5.607390,2174.1,7.0
43,-2.835849,707.4,3.0
44,-3.446863,601.2,4.0
45,2.288537,1597.6,6.0
46,0.166241,1228.9,4.0
47,-2.173643,822.4,4.0
48,4.063153,1905.8,6.0
49,-1.127715,1004.1,4.0
50,-0.821054,1057.4,4.0
51,0.691948,1320.2,5.0
52,-0.043835,1192.4,4.0
53,-0.857943,1051.0,4.0
54,2.432540,1622.6,6.0
55,-7.515447,-105.6,2.0
56,1.823560,1516.8,6.0
57,0.720749,1325.2,5.0
58,2.865445,1697.8,5.0
59,-5.330745,274.0,2.0
60,3.309165,1774.9,7.0
61,4.204751,1930.4,6.0
62,1.620466,1481.5,5.0
63,2.311650,1601.6,5.0
64,-0.236432,1158.9,5.0
65,-0.077260,1186.6,4.0
66,-0.790286,1062.7,4.0
67,-4.917505,345.7,2.0
68,2.523899,1638.4,6.0
69,1.433973,1449.1,6.0
70,-7.472081,-98.0,1.0
71,-1.578705,925.8,4.0
72,1.366222,1437.3,4.0
73,-0.458374,1120.4,4.0
74,2.374076,1612.4,5.0
75,-8.903318,-346.7,1.0
76,-1.043634,1018.7,5.0
77,6.754491,2373.4,7.0
78,-1.071579,1013.8,4.0
79,-2.666875,736.7,3.0
80,1.963566,1541.1,6.0
81,2.892503,1702.5,6.0
82,-0.134286,1176.7,5.0
83,-7.319242,-71.5,1.0
84,3.504659,1808.8,6.0
85,1.586174,1475.5,5.0
86,0.765341,1333.0,5.0
87,-0.176363,1169.4,5.0
88,-0.558364,1103.0,4.0
89,-5.315523,276.6,2.0
90,1.349886,1434.5,5.0
91,-1.222995,987.5,4.0
92,3.928906,1882.5,7.0
93,8.093115,2605.9,8.0
94,2.580270,1648.2,6.0
95,2.219799,1585.6,5.0
96,1.023119,1377.7,4.0
97,4.231054,1935.0,7.0
98,0.561535,1297.5,6.0
99,0.765793,1333.0,5.0
100,-2.378737,786.8,3.0
101,-0.276524,1152.0,4.0
102,-4.641633,393.7,2.0
103,1.238650,1415.2,5.0
104,0.001361,1200.2,4.0
105,2.666527,1663.2,6.0
106,-2.669926,736.2,3.0
107,2.285838,1597.1,6.0
108,0.778640,1335.3,4.0
109,-2.693890,732.0,4.0
110,-0.643938,1088.1,5.0
111,2.846878,1694.6,6.0
112,-0.282337,1151.0,3.0
113,-1.528476,934.5,4.0
114,-0.793858,1062.1,4.0
115,1.674590,1490.9,6.0
116,0.526197,1291.4,3.0
117,-1.897382,870.4,4.0
118,0.543312,1294.4,5.0
119,3.036288,1727.5,6.0
120,1.346873,1434.0,5.0
121,-2.782521,716.6,3.0
122,-0.873999,1048.2,3.0
123,-0.789533,1062.8,4.0
124,0.510801,1288.7,5.0
125,-2.848829,705.1,3.0
126,1.696525,1494.7,5.0
127,-2.306029,799.4,4.0
128,-0.201781,1164.9,4.0
129,-1.187398,993.7,4.0
130,-2.148015,826.9,3.0
131,-0.186967,1167.5,5.0
132,-1.005856,1025.3,4.0
133,0.798569,1338.7,5.0
134,-0.085473,1185.2,5.0
135,-1.359019,963.9,5.0
136,-7.560647,-113.4,2.0
137,-3.196404,644.7,3.0
138,7.614643,2522.8,7.0
139,0.737998,1328.2,5.0
140,-1.799808,887.3,4.0
141,20.990782,4846.5,8.0
142,-2.858098,703.5,3.0
143,0.797488,1338.5,6.0
144,-0.642834,1088.3,4.0
145,-3.940637,515.4,2.0
146,3.365984,1784.7,5.0
147,0.965117,1367.7,5.0
148,-3.920027,519.0,2.0
149,3.940337,1884.5,6.0
150,-0.944831,1035.9,4.0
151,-2.486116,768.1,4.0
152,-5.696439,210.4,2.0
153,-1.234330,985.6,4.0
154,-2.585080,750.9,5.0
155,-2.873502,700.8,3.0
156,-0.357830,1137.8,5.0
157,0.284587,1249.4,4.0
158,-6.309059,104.0,2.0
159,-2.060904,842.0,3.0
160,-2.685280,733.5,3.0
161,-7.750102,-146.3,0
162,1.553557,1469.9,6.0
163,5.558110,2165.5,7.0
164,-4.174255,474.9,2.0
165,-3.532588,586.3,4.0
166,-6.512448,68.7,3.0
167,4.504973,1982.6,6.0
168,2.762231,1679.8,5.0
169,-1.778436,891.1,3.0
170,-2.318186,797.3,3.0
171,-0.449510,1121.9,5.0
172,-2.723430,726.9,3.0
173,-3.886241,524.9,4.0
174,-0.965518,1032.3,4.0
175,-1.142744,1001.5,4.0
176,-0.562335,1102.3,4.0
177,-6.839286,11.9,2.0
178,-2.719048,727.7,3.0
179,-5.852382,183.3,2.0
180,0.574677,1299.8,5.0
181,0.443913,1277.1,5.0
182,2.572323,1646.9,6.0
183,-5.280378,282.7,2.0
184,-1.408880,955.3,4.0
185,-1.624388,917.8,4.0
186,-1.316887,971.2,4.0
187,-1.400002,956.8,5.0
188,-0.388543,1132.5,4.0
189,2.802799,1686.9,7.0
190,-2.400136,783.1,4.0
191,-1.616076,919.3,5.0
192,-6.448140,79.8,2.0
193,-2.729258,725.9,3.0
194,-2.889183,698.1,4.0
195,3.861038,1870.7,6.0
196,-2.387463,785.3,4.0
197,-0.746085,1070.4,4.0
198,-2.129507,830.1,3.0
199,14.009220,3633.7,8.0
200,4.176577,1925.5,6.0
201,-0.437762,1124.0,4.0
202,1.028956,1378.7,5.0
203,-1.200540,991.4,4.0
204,1.871301,1525.1,6.0
205,0.527261,1291.6,4.0
206,-5.062397,320.6,2.0
207,0.837887,1345.6,5.0
208,1.408755,1444.7,6.0
209,0.965996,1367.8,5.0
210,-3.269223,632.1,3.0
211,2.997473,1720.7,6.0
