player,bt_rating,elo,wins
1,-1.6770200784850222,908.6717735491986,3
2,0.7162138589118244,1324.4190907152158,5
3,-2.8787509005839373,699.9097476409518,1
4,0.2919360186122536,1250.7144807808427,5
5,0.09540530412656185,1216.573598850587,4
6,-1.7582744369209173,894.5564457494793,3
7,1.6186460345509994,1481.1876163840318,5
8,-1.3723856103458172,961.5922009533541,2
9,1.1235592227448292,1395.1822282118344,6
10,-0.013571019117289054,1197.6424725134232,3
11,0.4526310491516647,1278.630066793859,5
12,0.44315755932008777,1276.984353050571,5
13,1.8514125740225367,1521.6233058497132,6
14,0.19495424734814654,1233.8670215387606,5
15,-0.5825815674946915,1098.7952159914034,4
16,-1.4765611541462607,943.4950554246329,3
17,-1.8728777502005407,874.6478111234113,3
18,0.9927180619109993,1372.4527905494551,6
19,-2.460301885942497,772.601786847604,1
20,0.7109928853287895,1323.512114708306,6
21,0.3023906188729993,1252.5306308623412,4
22,0.9372432222980085,1362.815823858099,7
23,1.1767991826338042,1404.4309565304472,5
24,2.218059061367227,1585.3163243549172,7
25,1.3483768392621933,1434.2370483270875,6
26,1.0722983083961992,1386.2772953162644,5
27,0.609836943127244,1305.9395277043636,4
28,-1.08998761630916,1010.6497571576211,3
29,-1.3941305850961556,957.8147119360751,2
30,0.4124059470227503,1271.6422508384262,4
31,1.7326978365224024,1501.000443682953,7
32,1.120926051549612,1394.7247995238386,7
33,1.4449210777808832,1451.0085003463748,6
34,-0.9246768532417937,1039.3671780373704,4
35,0.048867981871547395,1208.4892379474245,4
36,-0.7144149221852164,1075.8934166022477,3
37,1.4696723638615612,1455.3082391323137,7
38,0.3879182534412379,1267.3883027596307,6
39,-0.44888707164537256,1122.020328714682,5
40,0.5790634142383976,1300.593618190317,5
41,-1.757353317256856,894.7164606243891,2
42,2.3240114945962373,1603.7221471931498,7
43,-1.0080440570200002,1024.8848114083387,3
44,-1.2497752636946398,982.8917997432945,4
45,0.9928555649752898,1372.4766772782816,6
46,0.10318696812333696,1217.9254123441167,4
47,-0.3885218115340427,1132.506848460684,4
48,1.3074153870438494,1427.1213152594191,6
49,-0.5099590333998694,1111.4110423190882,4
50,-0.20339791658509418,1164.6661628785903,4
51,0.7033809076298602,1322.1897787438998,5
52,0.10612428422020066,1218.4356764131062,4
53,-0.2165206259454862,1162.386514773455,4
54,0.8177343456341865,1342.0550055886774,6
55,-2.8778769426516106,700.0615696839218,2
56,1.0593040483478984,1384.0199611421071,6
57,0.4548094617030207,1279.0084958140042,5
58,1.087835363450981,1388.9763582263918,5
59,-1.9227398667963231,865.9858742859853,2
60,1.2180485587775953,1411.5967071069274,7
61,1.923298372107015,1534.1111480238335,6
62,0.8752377596642255,1352.044371750215,5
63,1.1777011999062788,1404.5876529800541,5
64,-0.2744736713501625,1152.319039641959,5
65,-0.014033428070605845,1197.5621438506998,4
66,-0.4266979306602307,1125.8749773098903,4
67,-1.9058133254529093,868.9263156872462,2
68,1.3557998262341675,1435.5265532395547,6
69,0.4115811177024734,1271.4989633095029,6
70,-2.5054949878485138,764.7509409364542,1
71,-0.6565601737443754,1085.943815802151,4
72,0.6067407429245802,1305.40166263921,4
73,-0.560223950732959,1102.6791318266546,4
74,1.1050516519131632,1391.967133857584,5
75,-3.2799241827482986,630.2188105485524,1
76,-0.3308983660955447,1142.517066213561,5
77,2.003537973679987,1548.0501945011365,7
78,-0.3413374701047364,1140.7036081066788,4
79,-0.8952678215063946,1044.4760501176909,3
80,0.8072863978001489,1340.2400111520633,6
81,1.1083133419126279,1392.5337474449625,6
82,-0.2044080476068854,1164.490685147085,5
83,-2.7419476709503914,723.6749027355087,1
84,1.5268374349987965,1465.238829113317,6
85,0.42102343848128776,1273.1392624337425,5
86,0.6252118755942337,1308.6104270363833,5
87,-0.05150646193868105,1191.0524111190684,5
88,-0.15082700197220472,1173.7986661285843,4
89,-1.9931222786647098,853.7591970469925,2
90,0.6470425345996018,1312.4028009333203,5
91,-0.36852708013457225,1135.9802890662552,4
92,1.6130351625272257,1480.2129080805958,7
93,2.739320055406118,1675.868633691915,8
94,1.5099501652644591,1462.3052098893031,6
95,0.6487957294456124,1312.70736207225,5
96,0.2248700720991133,1239.0639325831326,4
97,1.6583838907591906,1488.0907890535846,7
98,0.5016843668732888,1287.1515008760784,6
99,0.4428403056222984,1276.9292404384455,5
100,-1.0562628497480824,1016.5083491660017,3
101,-0.02712811122918225,1195.2873643954833,4
102,-1.511043307599841,937.5048918370204,2
103,0.6623989041501737,1315.0704755564725,5
104,-0.25001084929146816,1156.568667094708,4
105,1.0843650791728747,1388.373508101345,6
106,-1.1361664849206479,1002.6276660302194,3
107,1.1317342555659982,1396.602376869279,6
108,0.3830316592475556,1266.539414402184,4
109,-1.069787028503877,1014.1589586836358,4
110,-0.13184702055815264,1177.0958266064838,5
111,1.5179772487356422,1463.6996571122277,6
112,-0.23405049026394992,1159.3412654366464,3
113,-0.49054705771307117,1114.7832478885348,4
114,0.047999481671679695,1208.3383640096906,4
115,0.74427030415072,1329.292994454845,6
116,0.02376681108557974,1204.1287179627618,3
117,-0.5806409651193222,1099.1323331526798,4
118,0.5409170925048995,1293.9669233768116,5
119,1.076599850644654,1387.0245497411354,6
120,0.6644803359424853,1315.432057293216,5
121,-1.1240554063774297,1004.731575862706,3
122,-0.143635792957639,1175.0479070858798,3
123,-0.27331852697382497,1152.519708773337,4
124,0.31959707001538223,1255.5196975760512,5
125,-1.1215483743427839,1005.1670919341466,3
126,0.40368013148969817,1270.126421423982,5
127,-0.7069577273006797,1077.1888640377804,4
128,-0.010645108298692672,1198.150755282646,4
129,-0.4506444399169637,1121.7150425774726,4
130,-1.103592607617875,1008.2863280969345,3
131,-0.014877744514671786,1197.4154710616447,5
132,-0.25036813747749886,1156.506599779651,4
133,0.24158538884217473,1241.9676805130432,5
134,0.1529116926785724,1226.563481739516,5
135,0.0118861065922547,1202.064828201732,5
136,-2.2577183308621116,807.794154885906,2
137,-1.1261122917893767,1004.3742582689797,3
138,1.9678874495822445,1541.8570641440929,7
139,0.33716358388517287,1258.5713135920219,5
140,-0.7737775368428194,1065.5810742113895,4
141,3.122275628482377,1742.3948305723616,8
142,-1.2482976991348338,983.1484789972865,3
143,0.38455982341369,1266.804883708102,6
144,-0.409585555973903,1128.8477012693033,4
145,-1.676585954839084,908.7471885507565,2
146,1.4440587094027846,1450.8586916151844,5
147,0.7631394262777964,1332.5708967021042,5
148,-1.394004733188074,957.8365746517618,2
149,1.7086034034141468,1496.8148119455518,6
150,-0.23778431762924274,1158.692633188196,4
151,-0.8593084461552873,1050.7228334327604,4
152,-1.990901853896656,854.1449243366912,2
153,-0.5868765959208381,1098.0490931333661,4
154,-0.7593590030009764,1068.0858300852485,5
155,-1.2308277568203398,986.1833188158275,3
156,0.08219737761250444,1214.2791470096115,5
157,0.14024614606481647,1224.363250937659,4
158,-2.2234199600443842,813.7523921596701,2
159,-0.6679729007618236,1083.9612220552926,3
160,-1.147196605056346,1000.7115379063539,3
161,-3.4065355675246938,608.2241602467453,0
162,0.7240577248039339,1325.7817097847087,6
163,2.191028055309123,1580.6205576463858,7
164,-1.3477256820367096,965.8760692688642,2
165,-1.0993474820863656,1009.023781934263,4
166,-2.3125793687043577,798.2638164833568,3
167,1.7629366431194726,1506.2534624207317,6
168,1.3170876481775842,1428.8015591145825,5
169,-0.68272091369184,1081.399229801475,3
170,-0.9089006662594603,1042.107782418131,3
171,-0.29969042116612055,1147.938441523317,5
172,-0.9865760171478598,1028.6141919098386,3
173,-1.4145917567859538,954.2602423528133,4
174,-0.5372690222183235,1106.6668113412106,4
175,-0.37646070544833443,1134.602077188153,4
176,0.05832873856874095,1210.1327397187126,4
177,-2.220500019632211,814.2596377630674,2
178,-0.9291134021600943,1038.5964705518056,3
179,-1.8855262596363127,872.4505399825085,2
180,0.3375418359686486,1258.6370227090706,5
181,0.4597928544424992,1279.874199801169,5
182,0.8808366616260528,1353.0170006409107,6
183,-1.8256587082104452,882.8505988742338,2
184,-0.3647460428009435,1136.6371225262012,4
185,-0.27501596955199653,1152.224832795318,4
186,0.003340078216491983,1200.580231015419,4
187,-0.4448389761151102,1122.723554935086,5
188,0.04322065500730765,1207.5081967895671,4
189,1.1851499313202585,1405.8816301601623,7
190,-1.1577788762184469,998.8732091176722,4
191,-0.5786154423315789,1099.4842025005544,5
192,-2.369225680282378,788.4233442679541,2
193,-0.8738259299090602,1048.2008881986071,3
194,-0.7565189709059742,1068.5791941921634,4
195,1.3560468982465836,1435.5694740442048,6
196,-0.9960306601663236,1026.971752193325,4
197,-0.1998824724193367,1165.2768580796412,4
198,-0.8222478778470107,1057.1609135577537,3
199,2.275540918391708,1595.3019456810307,8
200,1.6783598045033998,1491.5609606976188,6
201,-0.0336817052571962,1194.1488885062831,4
202,0.6318650052570526,1309.7661940363628,5
203,-0.2955324816538808,1148.6607495978183,4
204,0.9345782608655917,1362.3528726402658,6
205,0.3954592728924105,1268.6983120138584,4
206,-1.9794747129284702,856.1300220432568,2
207,0.4005647381804632,1269.5852221747184,5
208,1.0037523629097553,1374.3696449636227,6
209,0.49051140252847814,1285.210558171497,5
210,-1.1429047506262844,1001.457109384797,3
211,1.4756435102293475,1456.3455334995801,6
212,-0.9125284960604623,1041.4775638325873,3
213,0.020448178176232793,1203.552212378765,4
214,0.4890200793401678,1284.95148879893,6
215,-0.3089217814756701,1146.3347899861576,4
216,-0.8577265728711242,1050.9976329681133,3
217,-1.5269885719713314,934.7349157054098,3
218,-0.3547396996466791,1138.3754023725721,4
219,0.6396574880973378,1311.1198869555076,4
220,-0.4550808508891585,1120.9443590556007,4
221,-0.8814068096749551,1046.883954498487,3
222,1.9103668204441473,1531.8647074119813,7
223,-1.0437716911697816,1018.6782856632555,4
224,-1.347109481921934,965.9831141927023,4
225,-0.22568458526955204,1160.794571986724,5
226,2.0567955115972363,1557.3019764360222,7
227,0.3298617108607077,1257.3028483271885,5
228,-0.27994275674315827,1151.3689621990648,5
229,-0.5457221592857201,1105.1983510279538,4
230,0.1785996340847167,1231.025934221173,5
231,0.5204070839779423,1290.403969965993,5
232,1.177860334917053,1404.615297562877,6
233,1.2429549216841753,1415.9233854967704,6
234,1.4926020360081984,1459.2915311663678,6
235,-0.05828486303373145,1189.8748822423854,5
236,-0.3323082349563297,1142.2721469069827,5
237,0.7262544303435161,1326.1633166223914,5
238,-1.9138410173351925,867.531762772488,3
239,1.2356256922930082,1414.6501679442956,5
240,-1.8200126257338547,883.8314238598155,2
241,-1.360324570993525,963.6874180880416,3
242,-2.6936675111861383,732.0620255239178,1
243,1.057406842918068,1383.6903828024222,6
244,1.5823344213557142,1474.8796430881448,7
245,-2.314325299282373,797.9605172770295,2
246,1.1246841516785575,1395.377648383215,5
247,1.6200132022770637,1481.4251177437382,6
248,0.5543697875468651,1296.3038958661925,5
249,0.040578510590216374,1207.0492092932734,4
250,0.09855399991422435,1217.1205833328966,5
251,0.35723334613184404,1262.0577883907577,5
252,-1.168394477745462,997.0290902515657,4
253,0.524372731913202,1291.0928735721748,4
254,-0.344195023785524,1140.2072001885554,3
255,0.6294157126492058,1309.340708330701,5
256,2.2125240406991566,1584.3547927815719,7
257,-0.8538351882797401,1051.673635710114,4
258,0.4225436533763872,1273.403350809842,5
259,-1.2495968514538294,982.9227931239698,4
260,0.8258971308618226,1343.473026621207,5
261,-0.05784012633632357,1189.9521409198192,4
262,-0.9532138379719575,1034.4097960379834,4
263,1.048186378969237,1382.088624156996,6
264,-0.6013513466670274,1095.5345713829681,3
265,-1.6968319712302589,905.2300952710725,2
266,1.721812491485909,1499.109465569768,7
267,0.9627661483507332,1367.2496102367884,5
268,-0.9711063652936842,1031.3015456847318,4
269,-0.1644401101387456,1171.433827025272,5
270,-0.7818121033190198,1064.18532705735,3
271,-1.663204263617265,911.0718264132242,3
272,-0.7437864304725699,1070.7910630124984,3
273,-0.3183566468240201,1144.6957860028422,5
274,1.535495234244755,1466.7428428884953,6
275,0.505527666192473,1287.819150350728,5
276,0.8230728561129216,1342.9823998456764,6
277,1.2161116281410762,1411.2602277920196,6
278,-1.0392945055532743,1019.4560524663377,3
279,1.9983393777746827,1547.147105895009,7
280,-1.1018559815296367,1008.588010947835,2
281,0.05039676475287326,1208.7548147351797,4
282,-1.5435947563809085,931.8501260035908,2
283,-0.37952297701268245,1134.070106131159,4
284,1.751035353770047,1504.1859967039359,6
285,-0.34786658622765343,1139.5693844651234,4
286,0.4968363352989261,1286.3093115317429,6
287,-0.8508400405844115,1052.1939461567406,3
288,0.6996374775920228,1321.5394783403701,6
289,1.9639636914668777,1541.1754375449623,8
290,0.9707057367073163,1368.6288580015273,5
291,0.2926522706983329,1250.8389065122972,4
292,-1.2720543293437836,979.0215296339412,3
293,-0.3363906355976142,1141.5629612784114,5
294,1.1424946290154234,1398.4716451942004,5
295,1.719345891618648,1498.680973285202,6
296,-0.27912040921723735,1151.5118185961505,5
297,1.004768650598598,1374.546192217739,7
298,1.258189751514514,1418.5699465079908,5
299,-0.6151740609853237,1093.1333199616238,3
300,1.510959882868566,1462.4806158028007,6
301,-2.528331435403059,760.7838436727693,1
302,1.4593874443916166,1453.5215656232672,6
303,-0.21925527134470446,1161.911458210718,5
304,1.1456636449354007,1399.0221596450444,6
305,-0.516078813457112,1110.3479276353594,3
306,-0.6226888560921625,1091.8278663426104,4
307,-1.6943280116590087,905.6650776009536,2
308,0.3300093882435374,1257.3285025161745,6
309,0.07171264949729551,1212.4577631837349,5
310,-1.3165719356138028,971.2880293336968,3
311,0.920302733411097,1359.8729595203677,6
312,-0.05869056526563569,1189.8044045461406,4
313,1.042947355732545,1381.178512604093,5
314,2.0158794414326837,1550.1941270385696,7
315,0.757067148634861,1331.5160340329396,6
316,-0.9012220371727564,1043.4416969145059,4
317,0.15975273194015902,1227.7518919802321,5
318,0.6128443041834609,1306.461959829086,5
319,0.7434164902221114,1329.1446717837382,6
320,2.6157566039377844,1654.4034636368679,8
321,-1.3147287139775636,971.6082297279142,2
322,1.2207271870429084,1412.0620324968056,7
323,1.0754411763247596,1386.823267395754,5
324,1.5891682169336325,1476.0667949721226,7
325,-0.19422778071447594,1166.2591786413552,5
326,0.3062630947852202,1253.2033488303334,5
327,2.204487128065836,1582.958638058296,7
328,-1.2165902150563268,988.6566331454187,4
329,2.717572987346975,1672.0907810296508,8
330,1.135289733391759,1397.220026629382,5
331,0.21070664079549395,1236.6034925591414,4
332,-1.5998310787289878,922.0808762122695,3
333,-0.5521663767938344,1104.0788757863704,4
334,0.45214797484753555,1278.546148192006,4
335,2.625630569674535,1656.1187471704568,7
336,0.8278592682960094,1343.8138848053682,5
337,0.6911732100563576,1320.0690844667333,6
338,2.4391104479850148,1623.716883324984,7
339,-0.8084886760846739,1059.5511317180642,3
