player,rating,elo,wins
RWKV-4-Raven-14B,-0.42105077101470445,1126.8559894188818,878
alpaca-13b,-0.5922885683255128,1097.108937232741,1118
chatglm-6b,-0.8966469113124036,1044.2364776805714,649
claude-instant-v1,1.3898906722660362,1441.4487397655762,1493
claude-v1,1.539363598970116,1467.4148466701806,2390
dolly-v2-12b,-1.3380285851866915,967.5606275298419,443
fastchat-t5-3b,-0.8389004584007551,1054.2680640201775,611
gpt-3.5-turbo,1.05997923080577,1384.1372523483997,2524
gpt-4,1.9114340398620597,1532.0501024136531,2888
gpt4all-13b-snoozy,-0.35888512426952285,1137.6552683570335,252
guanaco-33b,0.6376476961095432,1310.7707503274785,436
koala-13b,0.05046899348182449,1208.7673621505471,1901
llama-13b,-1.5347683028183343,933.3834380343914,304
mpt-7b-chat,-0.37282280210154456,1135.2340457278365,671
oasst-pythia-12b,-0.5947415180342142,1096.682816223591,1150
palm-2,0.4083161790342397,1270.9317853705563,1125
stablelm-tuned-alpha-7b,-1.1936481780091992,992.6420731826937,485
vicuna-13b,0.5200367435564461,1290.3396352454004,2667
vicuna-7b,0.19062599866184038,1233.1151277304537,883
wizardlm-13b,0.4340180667250068,1275.3966605699952,426
