player,rating,elo,wins
RWKV-4-Raven-14B,-2.8686907903146106,701.6573677918745,878
alpaca-13b,-3.8115671292149993,537.8629713512428,1118
chatglm-6b,-3.7830352499022277,542.8194664487893,649
claude-instant-v1,10.206524768328089,2973.0549545175018,1493
claude-v1,10.468060983527543,3018.4884485490957,2390
dolly-v2-12b,-9.530385060733085,-455.59745691582657,443
fastchat-t5-3b,-5.697450605062611,210.25145652198603,611
gpt-3.5-turbo,6.7937849667449175,2380.201328917834,2524
gpt-4,10.629240388429885,3046.4881790073105,2888
gpt4all-13b-snoozy,-3.3530433409107476,617.5167117840074,252
guanaco-33b,3.6475849851203797,1833.6504125243744,436
koala-13b,2.469348977644158,1628.9698539537176,1901
llama-13b,-9.71937772064665,-488.42884464409804,304
mpt-7b-chat,-3.0853296680890385,664.0233401186157,671
oasst-pythia-12b,-4.214689281828536,467.833480786035,1150
palm-2,1.2344235955808878,1414.4413423567803,1125
stablelm-tuned-alpha-7b,-8.672349248076983,-306.5413694310596,485
vicuna-13b,3.6890025481214272,1840.8453801504684,2667
vicuna-7b,2.5939036053045954,1650.6072089490945,883
wizardlm-13b,3.0040432759776023,1721.855767262256,426
