player,rating,elo,wins
RWKV-4-Raven-14B,-0.4232266743072319,1126.4779963016417,878
alpaca-13b,-0.592609781126321,1097.053136853978,1118
chatglm-6b,-0.9170926794048928,1040.6846839762347,649
claude-instant-v1,1.4077890163503488,1444.5580005939853,1493
claude-v1,1.5418031614586427,1467.8386420809907,2390
dolly-v2-12b,-1.351546123662792,965.2123905822078,443
fastchat-t5-3b,-0.8476853407767555,1052.7419736441511,611
gpt-3.5-turbo,1.0570065596664802,1383.620846479477,2524
gpt-4,1.9209269825163386,1533.699195458364,2888
gpt4all-13b-snoozy,-0.3413884628375748,1140.6947497616832,252
guanaco-33b,0.668618733727475,1316.1509706219929,436
koala-13b,0.04027199995959818,1206.9959629430646,1901
llama-13b,-1.5690347761060193,927.4307419291407,304
mpt-7b-chat,-0.3763194184920677,1134.6266212463418,671
oasst-pythia-12b,-0.6020103086965751,1095.4200979536818,1150
palm-2,0.422334556034756,1273.3670268811816,1125
stablelm-tuned-alpha-7b,-1.211196495567331,989.5936181898207,485
vicuna-13b,0.5097026049719933,1288.5444115004198,2667
vicuna-7b,0.2004404283141784,1234.820068786869,883
wizardlm-13b,0.46321601797774936,1280.4688642147737,426
