player,rating,elo,wins
RWKV-4-Raven-14B,-0.42323952014770094,1126.4757647505894,878
alpaca-13b,-0.59260218783367,1097.054455944017,1118
chatglm-6b,-0.9172138430882324,1040.6636356886022,649
claude-instant-v1,1.4078003310041112,1444.5599661506628,1493
claude-v1,1.541572242191686,1467.798527295629,2390
dolly-v2-12b,-1.3514198114258757,965.2343332652036,443
fastchat-t5-3b,-0.8476493582802598,1052.7482244440203,611
gpt-3.5-turbo,1.0569890811147802,1383.617810144055,2524
gpt-4,1.9209025578076917,1533.694952451889,2888
gpt4all-13b-snoozy,-0.3413459595073019,1140.7021333464031,252
guanaco-33b,0.6686327126552174,1316.1533990104654,436
koala-13b,0.04027702303662667,1206.996835540919,1901
llama-13b,-1.5688891631995059,927.4560374818577,304
mpt-7b-chat,-0.3763169345471009,1134.6270527517788,671
oasst-pythia-12b,-0.6019966222057604,1095.4224755406567,1150
palm-2,0.42230773749796763,1273.3623680241658,1125
stablelm-tuned-alpha-7b,-1.2110042485230579,989.6270149220168,485
vicuna-13b,0.5096071531764901,1288.5278298251899,2667
vicuna-7b,0.2003558975588146,1234.8053842906265,883
wizardlm-13b,0.4632329127150809,1280.471799131252,426
