player_no,bt_rating,elo_rating,wins
1,-0.007511,1198.7,97
2,-0.098637,1182.9,103
3,0.265372,1246.1,112
4,0.022548,1203.9,102
5,-0.139331,1175.8,85
6,0.323500,1256.2,123
7,-0.248620,1156.8,80
8,-0.007950,1198.6,93
9,0.056800,1209.9,95
10,0.041207,1207.2,106
11,-0.060603,1189.5,107
12,-0.159416,1172.3,85
13,0.002746,1200.5,103
14,-0.016862,1197.1,101
15,0.146286,1225.4,112
16,0.091416,1215.9,106
17,-0.006824,1198.8,104
18,-0.087707,1184.8,95
19,-0.056660,1190.2,98
20,-0.059754,1189.6,93
