player,rating,elo,wins
RWKV-4-Raven-14B,-0.42312747743853507,1126.4952285627205,878
alpaca-13b,-0.5924471003406777,1097.0813974009845,1118
chatglm-6b,-0.9171441273100385,1040.6757465597107,649
claude-instant-v1,1.4090011897154526,1444.7685766754153,1493
claude-v1,1.5420093847340326,1467.8744667332076,2390
dolly-v2-12b,-1.3527596250936231,965.0015837921312,443
fastchat-t5-3b,-0.8474919293646503,1052.7755726477567,611
gpt-3.5-turbo,1.0572874448439085,1383.6696412325193,2524
gpt-4,1.9214551748525406,1533.7909518651625,2888
gpt4all-13b-snoozy,-0.34127436378959,1140.7145707964553,252
guanaco-33b,0.6687951143056043,1316.1816110667114,436
koala-13b,0.040559451648588984,1207.0458984160016,1901
llama-13b,-1.5705240757033112,927.1720240903388,304
mpt-7b-chat,-0.37618885881041514,1134.649301786062,671
oasst-pythia-12b,-0.6017991692065985,1095.4567766398452,1150
palm-2,0.4229274147777777,1273.4700169934385,1125
stablelm-tuned-alpha-7b,-1.2130551311794349,989.2707401137385,485
vicuna-13b,0.5098749632054091,1288.574353192293,2667
vicuna-7b,0.20065873536384765,1234.8579926056816,883
wizardlm-13b,0.4632429847897123,1280.4735488298256,426
