player,rating,elo,wins
RWKV-4-Raven-14B,-2.9551548725836803,686.6370182669602,878
alpaca-13b,-3.9492213357976436,513.9499864193978,1118
chatglm-6b,-3.9895705677244386,506.94060690946105,649
claude-instant-v1,10.067259061097369,2948.86202325004,1493
claude-v1,10.307661255443357,2990.6241618267977,2390
dolly-v2-12b,-8.860250225284663,-339.18311244926895,443
fastchat-t5-3b,-6.004740610874273,156.8697149747768,611
gpt-3.5-turbo,6.8533463896684355,2390.54820784183,2524
gpt-4,10.503807489476952,3024.698252661555,2888
gpt4all-13b-snoozy,-3.442581289991307,601.9623769013589,252
guanaco-33b,3.5207759500661915,1811.6214268525703,436
koala-13b,2.292112770637145,1598.1807712750742,1901
llama-13b,-8.741327854290722,-318.5241806502611,304
mpt-7b-chat,-3.2262031533448545,639.5511092013837,671
oasst-pythia-12b,-4.485897993647442,420.7197019912189,1150
palm-2,1.2365273048209087,1414.8067940825683,1125
stablelm-tuned-alpha-7b,-8.092502596672006,-205.81168900895545,485
vicuna-13b,3.616323620352017,1828.2197572381083,2667
vicuna-7b,2.4741532454025603,1629.8044407445416,883
wizardlm-13b,2.875483413246093,1699.5226316708424,426
