player,rating,elo,wins
RWKV-4-Raven-14B,-0.42323567690367875,1126.4764323904578,878
alpaca-13b,-0.5925777412074258,1097.0587027579686,1118
chatglm-6b,-0.917111260675553,1040.681456078909,649
claude-instant-v1,1.4086172318519758,1444.7018763628587,1493
claude-v1,1.5419184706008537,1467.8586733306608,2390
dolly-v2-12b,-1.352093700755131,965.11726669836,443
fastchat-t5-3b,-0.8476514177590363,1052.747866675913,611
gpt-3.5-turbo,1.057062891570618,1383.630632333526,2524
gpt-4,1.9210067475437804,1533.7130520628707,2888
gpt4all-13b-snoozy,-0.3413315353548437,1140.7046390783307,252
guanaco-33b,0.668693913817512,1316.1640307412936,436
koala-13b,0.04035121374187878,1207.0097237864786,1901
llama-13b,-1.5695990213208826,927.3327224958385,304
mpt-7b-chat,-0.3762387172997493,1134.6406404793445,671
oasst-pythia-12b,-0.6019767474936004,1095.425928131785,1150
palm-2,0.42243511867175987,1273.3844964005164,1125
stablelm-tuned-alpha-7b,-1.2117561514246307,989.4963960095847,485
vicuna-13b,0.5096962476076475,1288.5433071131179,2667
vicuna-7b,0.20055054828651597,1234.8391985854023,883
wizardlm-13b,0.4632395865019896,1280.4729584867832,426
