game_no,player_first,player_second,result
1,4,1,l
2,8,5,w
3,18,3,l
4,2,1,w
5,8,17,l
6,18,7,l
7,18,14,l
8,19,9,l
9,1,6,w
10,11,9,w
11,11,4,w
12,4,12,l
13,20,9,l
14,15,18,w
15,13,3,l
16,20,12,l
17,3,2,w
18,10,3,l
19,4,13,w
20,12,6,w
21,7,9,l
22,3,20,w
23,18,8,w
24,13,9,l
25,18,8,l
26,2,8,l
27,11,13,w
28,7,19,l
29,11,7,w
30,13,15,w
31,5,8,l
32,18,9,l
33,14,19,w
34,8,5,w
35,3,2,l
36,5,6,l
37,14,20,w
38,13,20,l
39,17,9,l
40,1,4,l
41,18,9,l
42,11,4,w
43,6,15,w
44,9,17,l
45,17,4,l
46,10,17,l
47,5,12,l
48,18,17,l
49,20,11,l
50,4,12,l
51,10,8,w
52,19,3,w
53,16,3,l
54,18,5,w
55,16,18,w
56,17,20,w
57,7,18,l
58,7,10,w
59,12,15,l
60,15,4,w
61,3,11,w
62,18,8,l
63,1,3,l
64,2,8,w
65,2,11,w
66,8,9,l
67,7,18,w
68,19,16,w
69,16,14,l
70,4,14,w
71,14,15,l
72,2,4,w
73,11,4,w
74,7,18,w
75,14,6,w
76,8,3,l
77,18,4,w
78,18,1,l
79,8,6,w
80,16,7,l
81,2,6,w
82,13,9,l
83,15,10,w
84,18,16,w
85,10,7,l
86,19,18,w
87,11,2,w
88,16,17,l
89,17,6,w
90,17,3,l
91,3,20,w
92,8,13,w
93,19,8,w
94,2,20,w
95,19,17,w
96,9,7,l
97,11,8,w
98,5,10,l
99,3,1,w
100,19,4,w
101,7,17,w
102,12,3,l
103,12,10,w
104,18,10,l
105,17,1,l
106,18,10,l
107,4,5,w
108,4,18,w
109,10,20,w
110,11,7,l
111,9,17,l
112,2,3,l
113,9,2,w
114,5,9,l
115,15,18,w
116,18,1,w
117,5,18,w
118,12,19,l
119,14,5,w
120,12,2,l
121,7,8,l
122,12,18,l
123,14,20,w
124,8,6,l
125,6,14,w
126,11,14,l
127,8,9,w
128,4,13,l
129,16,8,w
130,15,12,w
131,8,1,l
132,13,11,w
133,3,9,w
134,17,13,l
135,18,11,l
136,4,9,w
137,9,2,w
138,14,12,l
139,11,14,l
140,17,4,l
141,19,7,w
142,14,1,w
143,18,7,l
144,3,11,l
145,4,10,w
146,14,11,w
147,10,18,w
148,14,13,w
149,6,20,l
150,13,18,l
151,10,7,l
152,19,20,w
153,15,7,w
154,6,3,l
155,20,11,w
156,8,10,w
157,7,5,w
158,8,16,w
159,3,15,w
160,19,7,l
161,13,16,w
162,5,1,l
163,4,14,w
164,17,15,w
165,8,4,l
166,15,17,l
167,20,11,l
168,15,20,l
169,17,14,l
170,18,15,l
171,16,15,l
172,8,9,l
173,17,16,w
174,9,15,w
175,10,8,w
176,11,18,w
177,5,8,l
178,5,7,w
179,14,11,w
180,14,2,w
181,14,13,l
182,19,1,l
183,19,13,w
184,12,10,w
185,14,18,w
186,18,20,l
187,16,8,w
188,16,1,l
189,13,6,l
190,5,20,l
191,13,19,l
192,1,3,l
193,5,15,l
194,9,13,w
195,15,11,w
196,13,9,l
197,14,9,l
198,16,1,l
199,2,12,l
200,3,2,w
201,8,7,l
202,20,5,w
203,16,4,l
204,7,15,l
205,12,6,w
206,4,6,l
207,4,19,w
208,10,19,l
209,13,7,w
210,8,4,l
211,10,20,l
212,19,2,w
213,14,12,w
214,11,1,l
215,16,4,l
216,12,15,l
217,14,6,w
218,9,20,l
219,18,16,w
220,19,9,w
221,8,3,l
222,15,8,l
223,19,20,w
224,11,1,w
225,11,6,w
226,12,9,w
227,20,9,l
228,17,7,w
229,14,16,w
230,8,16,l
231,16,15,l
232,3,10,w
233,8,10,l
234,12,16,w
235,12,14,l
236,18,11,l
237,15,9,w
238,8,4,l
239,11,4,l
240,6,7,l
241,16,9,l
242,17,20,w
243,4,7,w
244,12,6,w
245,18,5,w
246,2,18,w
247,5,16,w
248,1,19,w
249,16,15,l
250,2,9,l
251,16,4,l
252,13,16,w
253,2,5,w
254,19,10,w
255,8,4,l
256,14,20,w
257,20,8,l
258,13,15,l
259,10,19,l
260,10,19,l
261,20,4,l
262,7,9,l
263,6,8,w
264,3,6,w
265,15,20,w
266,2,8,w
267,10,15,w
268,8,9,l
269,19,7,w
270,18,8,l
271,9,5,w
272,6,10,l
273,19,10,w
274,15,10,w
275,9,17,l
276,15,3,l
277,14,11,l
278,1,3,w
279,19,1,l
280,9,19,w
281,6,16,l
282,15,9,w
283,19,14,l
284,16,3,l
285,14,11,w
286,4,6,w
287,16,10,l
288,13,18,w
289,3,11,w
290,4,13,l
291,1,18,w
292,2,7,l
293,20,16,w
294,2,7,l
295,5,10,l
296,16,4,w
297,20,8,l
298,10,18,w
299,14,3,w
300,4,15,l
301,5,16,l
302,10,17,l
303,14,16,l
304,8,15,l
305,13,7,l
306,17,5,w
307,9,14,l
308,17,9,l
309,10,19,l
310,16,5,w
311,16,12,l
312,18,13,l
313,11,7,l
314,8,19,l
315,14,2,w
316,16,13,l
317,5,16,l
318,5,17,l
319,11,4,l
320,15,4,l
321,15,1,l
322,14,5,w
323,9,11,l
324,13,3,l
325,18,13,l
326,16,18,w
327,3,8,w
328,10,8,l
329,14,4,l
330,4,15,w
331,10,1,w
332,2,10,w
333,14,5,w
334,14,19,l
335,6,3,l
336,13,20,l
337,16,19,w
338,15,9,w
339,1,15,l
340,18,6,w
341,12,19,w
342,14,9,w
343,10,7,l
344,16,4,l
345,19,12,l
346,10,1,l
347,13,9,w
348,2,20,l
349,10,8,l
350,12,8,w
351,20,9,l
352,5,4,l
353,2,10,l
354,2,19,l
355,5,3,l
356,11,14,w
357,5,18,l
358,12,17,w
359,9,6,w
360,16,10,l
361,11,4,w
362,3,5,w
363,8,13,l
364,18,12,w
365,13,1,w
366,4,15,w
367,9,19,l
368,12,4,l
369,16,1,l
370,18,11,l
371,8,3,l
372,15,10,w
373,4,5,w
374,2,10,l
375,4,8,l
376,5,13,l
377,18,14,l
378,5,14,l
379,16,20,l
380,9,2,w
381,7,15,l
382,8,12,w
383,12,18,l
384,12,2,w
385,7,4,l
386,15,3,l
387,20,1,w
388,11,8,l
389,19,7,w
390,18,7,l
391,8,11,l
392,20,1,w
393,5,18,w
394,6,4,l
395,1,5,w
396,8,19,l
397,6,9,w
398,14,17,w
399,3,16,w
400,12,17,w
401,15,17,w
402,20,2,w
403,17,10,w
404,1,2,l
405,13,14,l
406,16,15,w
407,3,11,l
408,3,5,w
409,19,18,w
410,13,20,l
411,15,17,l
412,4,18,w
413,7,14,l
414,8,14,l
415,15,13,w
416,4,11,w
417,9,12,l
418,16,3,w
419,3,14,w
420,12,5,w
421,19,18,w
422,4,14,w
423,14,2,l
424,20,10,w
425,19,17,w
426,16,8,l
427,12,18,w
428,9,19,w
429,14,18,l
430,20,18,w
431,9,1,w
432,10,11,l
433,6,5,w
434,13,3,w
435,1,3,l
436,7,13,w
437,11,6,w
438,11,19,l
439,2,5,w
440,20,2,w
441,9,15,l
442,16,20,l
443,9,7,l
444,4,12,w
445,10,19,l
446,10,2,w
447,20,2,w
448,10,7,l
449,9,10,w
450,1,16,w
451,6,5,w
452,8,17,l
453,12,3,w
454,2,14,w
455,3,11,l
456,19,13,l
457,14,10,w
458,1,11,w
459,20,15,l
460,12,3,w
461,4,8,w
462,13,17,w
463,10,11,l
464,6,3,l
465,4,17,w
466,12,5,w
467,5,9,l
468,20,5,w
469,3,6,l
470,16,15,l
471,19,15,l
472,19,20,w
473,11,5,w
474,16,15,l
475,9,19,w
476,17,3,w
477,15,2,w
478,10,3,l
479,3,20,w
480,13,15,l
481,2,15,l
482,19,7,w
483,16,17,w
484,2,15,w
485,11,3,w
486,6,2,w
487,15,17,w
488,6,12,l
489,10,13,l
490,11,20,w
491,11,3,w
492,18,13,l
493,20,5,w
494,19,5,w
495,10,13,w
496,3,10,w
497,11,5,w
498,17,3,l
499,14,17,w
500,12,10,w
501,7,11,l
502,16,7,w
503,5,3,l
504,4,17,l
505,17,2,w
506,20,5,w
507,5,6,w
508,20,6,w
509,2,14,l
510,8,15,l
511,15,8,w
512,10,16,l
513,7,12,l
514,19,15,w
515,10,13,l
516,14,6,w
517,20,5,l
518,2,16,l
519,18,4,l
520,17,4,w
521,6,9,l
522,17,5,w
523,3,8,l
524,12,1,w
525,13,17,w
526,13,3,l
527,1,11,l
528,11,5,w
529,10,16,l
530,5,16,l
531,1,3,w
532,7,5,w
533,20,17,l
534,10,8,w
535,2,8,l
536,20,15,w
537,16,20,l
538,17,19,w
539,5,10,l
540,20,12,w
541,14,6,w
542,3,17,l
543,3,17,w
544,17,18,w
545,16,2,l
546,12,9,l
547,12,3,w
548,4,19,l
549,11,5,w
550,18,11,l
551,6,15,l
552,16,6,l
553,3,15,w
554,7,2,l
555,2,11,l
556,17,13,l
557,18,16,w
558,7,10,w
559,2,11,l
560,12,14,l
561,15,13,w
562,6,16,l
563,12,17,w
564,3,14,w
565,20,6,w
566,11,4,w
567,10,15,l
568,14,6,w
569,12,15,w
570,12,20,l
571,9,2,w
572,13,12,l
573,6,1,w
574,20,15,w
575,3,8,l
576,12,13,l
577,2,20,w
578,15,12,w
579,3,19,w
580,12,13,w
581,9,8,l
582,1,6,w
583,13,18,w
584,9,15,w
585,20,10,l
586,16,7,w
587,3,15,w
588,15,3,l
589,11,12,l
590,18,10,l
591,6,12,l
592,4,7,l
593,8,16,w
594,18,19,l
595,18,5,w
596,3,10,w
597,16,17,l
598,14,19,w
599,11,3,w
600,17,12,w
601,18,19,l
602,5,14,l
603,2,4,l
604,10,6,w
605,8,12,l
606,17,10,l
607,9,7,l
608,18,9,w
609,10,20,l
610,17,6,w
611,19,5,w
612,20,11,l
613,19,2,w
614,1,3,w
615,19,9,w
616,19,14,l
617,1,16,l
618,18,10,l
619,10,16,w
620,13,10,w
621,2,6,w
622,16,15,w
623,20,5,w
624,11,12,l
625,5,12,l
626,4,11,w
627,4,9,w
628,5,4,w
629,13,20,w
630,6,11,l
631,11,7,l
632,16,17,l
633,10,16,w
634,13,17,l
635,8,7,l
636,2,10,l
637,16,10,l
638,4,14,w
639,9,12,l
640,12,2,w
641,19,18,w
642,18,10,w
643,17,15,l
644,9,20,l
645,4,5,l
646,13,12,l
647,11,18,l
648,5,7,l
649,13,17,w
650,2,5,l
651,16,17,l
652,20,17,w
653,20,11,w
654,20,10,w
655,17,18,w
656,19,10,w
657,1,12,w
658,4,14,l
659,1,20,w
660,19,8,w
661,19,16,w
662,20,13,w
663,8,2,w
664,4,7,w
665,11,14,w
666,7,14,l
667,20,16,l
668,2,5,w
669,18,11,l
670,16,17,l
671,6,15,l
672,11,18,w
673,9,20,w
674,8,9,l
675,8,10,l
676,7,16,w
677,12,18,l
678,9,10,w
679,18,13,l
680,13,12,l
681,5,10,w
682,3,12,l
683,9,16,w
684,18,9,l
685,9,5,w
686,19,8,w
687,17,8,w
688,2,4,l
689,16,4,l
690,5,1,l
691,6,14,l
692,16,7,l
693,10,11,l
694,2,3,l
695,8,18,l
696,2,6,w
697,6,2,l
698,13,16,w
699,10,2,w
700,19,20,w
701,11,10,w
702,18,17,l
703,5,17,l
704,7,4,l
705,15,9,l
706,1,11,l
707,19,7,w
708,13,14,l
709,3,13,l
710,6,5,w
711,8,1,w
712,8,15,l
713,11,10,w
714,19,1,w
715,12,8,w
716,4,15,w
717,13,17,l
718,10,4,l
719,10,12,l
720,8,5,w
721,15,20,w
722,18,16,l
723,7,8,l
724,20,3,l
725,17,12,w
726,19,4,w
727,18,17,w
728,18,5,w
729,17,15,w
730,7,19,l
731,17,15,l
732,15,5,w
733,15,19,w
734,15,10,w
735,13,9,l
736,7,19,w
737,14,12,l
738,18,2,l
739,3,16,w
740,14,6,w
741,14,12,l
742,13,15,l
743,13,3,l
744,18,5,w
745,12,4,w
746,18,13,l
747,8,1,l
748,10,15,l
749,18,14,l
750,8,15,l
751,9,7,l
752,4,2,w
753,14,20,l
754,1,8,w
755,4,20,w
756,20,2,w
757,2,13,l
758,18,7,l
759,2,5,w
760,10,8,l
761,19,11,l
762,11,8,w
763,5,17,l
764,10,9,w
765,19,6,w
766,14,18,w
767,12,13,l
768,11,14,w
769,10,13,w
770,18,16,w
771,8,10,l
772,5,15,l
773,18,14,l
774,18,17,w
775,8,9,w
776,3,15,l
777,3,18,w
778,7,2,w
779,20,2,l
780,7,19,l
781,18,7,l
782,11,10,l
783,1,7,l
784,4,16,l
785,20,7,w
786,8,18,w
787,10,13,l
788,12,10,w
789,17,16,w
790,16,11,l
791,12,11,w
792,19,8,w
793,1,9,w
794,19,14,w
795,7,11,w
796,19,8,w
797,11,9,l
798,16,15,w
799,12,6,w
800,18,16,w
801,18,2,l
802,3,2,w
803,14,5,w
804,8,3,l
805,1,7,w
806,12,2,w
807,20,16,w
808,1,18,w
809,1,17,l
810,18,10,w
811,14,6,w
812,4,17,w
813,7,20,w
814,12,9,l
815,3,12,l
816,15,19,w
817,8,10,l
818,3,2,w
819,13,18,w
820,1,6,w
821,14,11,l
822,4,17,l
823,8,7,l
824,19,16,w
825,3,9,l
826,19,2,w
827,11,1,l
828,19,5,w
829,13,3,w
830,19,8,w
831,13,18,w
832,5,3,l
833,12,2,w
834,8,3,l
835,20,13,l
836,11,1,w
837,15,16,w
838,18,13,l
839,19,13,w
840,20,10,l
841,3,9,w
842,5,13,l
843,4,3,w
844,10,15,l
845,9,4,w
846,6,14,l
847,18,17,l
848,1,3,w
849,3,20,w
850,11,13,w
851,14,13,l
852,18,8,l
853,6,13,w
854,9,10,w
855,5,3,l
856,9,14,l
857,3,12,w
858,8,16,w
859,7,15,w
860,10,1,l
861,11,20,w
862,11,15,w
863,20,5,w
864,20,7,l
865,6,13,l
866,10,16,l
867,8,11,l
