game_no,player_first,player_second,result
1,14,15,l
2,2,8,l
3,8,12,w
4,13,3,l
5,7,6,w
6,15,5,w
7,16,2,w
8,7,3,l
9,2,12,w
10,4,18,w
11,13,15,l
12,16,8,l
13,8,15,l
14,4,14,w
15,15,6,w
16,3,20,w
17,8,1,w
18,2,10,l
19,5,20,l
20,13,4,l
21,14,7,l
22,7,1,l
23,14,16,l
24,5,7,l
25,20,18,w
26,12,11,w
27,9,18,l
28,14,9,w
29,19,1,w
30,7,16,l
31,13,14,l
32,17,8,w
33,15,4,l
34,3,20,w
35,7,19,l
36,2,9,w
37,14,6,l
38,4,14,w
39,5,8,l
40,9,20,w
41,7,19,l
42,1,10,w
43,6,11,w
44,11,12,l
45,9,14,l
46,14,13,w
47,12,20,l
48,19,12,l
49,17,18,l
50,15,7,w
51,16,1,w
52,5,10,w
53,4,11,w
54,4,7,l
55,1,16,w
56,17,19,w
57,3,2,w
58,12,13,w
59,4,12,l
60,20,3,l
61,17,8,l
62,4,13,w
63,8,1,w
64,14,16,l
65,1,12,l
66,20,7,l
67,14,11,w
68,1,16,l
69,9,4,l
70,17,12,l
71,2,12,w
72,15,9,l
73,16,7,w
74,12,4,w
75,12,19,w
76,5,11,w
77,20,10,l
78,6,5,w
79,17,12,l
80,17,8,l
81,3,5,w
82,1,14,l
83,12,9,w
84,18,11,w
85,11,20,w
86,11,14,l
87,20,3,l
88,3,7,w
89,1,12,l
90,2,15,l
91,1,2,l
92,14,12,l
93,19,14,w
94,9,5,w
95,18,7,w
96,16,19,l
97,12,6,w
98,9,11,l
99,18,3,w
100,14,7,w
101,19,9,w
102,4,9,w
103,8,3,l
104,5,16,l
105,19,8,l
106,1,2,w
107,9,20,l
108,2,16,w
109,11,15,l
110,10,19,w
111,2,15,l
112,20,19,l
113,3,9,w
114,10,2,w
115,8,20,w
116,19,11,w
117,8,15,w
118,20,3,l
119,4,8,w
120,5,14,l
121,20,18,l
122,12,17,l
123,4,5,w
124,3,18,w
125,8,4,w
126,19,1,w
127,1,12,l
128,8,16,w
129,16,11,w
130,18,6,w
131,4,8,w
132,16,3,l
133,6,8,l
134,19,14,w
135,20,2,w
136,8,11,w
137,16,20,l
138,8,15,w
139,2,17,l
140,20,13,w
141,18,12,l
142,5,20,l
