game_no,player_first,player_second,result
1,23,16,l
2,101,69,w
3,70,40,w
4,12,106,l
5,75,125,l
6,67,5,l
7,126,32,l
8,77,116,l
9,52,98,w
10,86,95,l
11,72,84,l
12,47,117,w
13,121,109,l
14,100,18,l
15,103,36,w
16,120,13,l
17,107,4,w
18,56,54,w
19,53,15,l
20,20,94,l
21,68,7,l
22,30,71,l
23,65,46,w
24,2,33,l
25,17,105,w
26,38,61,l
27,51,6,l
28,76,111,w
29,19,37,l
30,74,112,l
31,60,48,w
32,99,58,w
33,3,93,w
34,114,85,w
35,102,44,w
36,24,11,l
37,45,49,w
38,35,28,w
39,25,42,l
40,78,91,w
41,57,8,l
42,10,22,l
43,62,59,w
44,1,27,w
45,73,119,l
46,127,81,w
47,43,110,l
48,123,66,l
49,82,41,w
50,108,115,l
51,39,118,w
52,83,9,w
53,128,79,l
54,34,14,w
55,63,92,w
56,80,104,l
57,97,122,w
58,21,113,l
59,89,96,w
60,87,90,w
61,31,124,w
62,29,55,w
63,26,50,l
64,88,64,w
65,112,97,w
66,47,119,w
67,101,50,w
68,109,39,w
69,102,34,l
70,107,116,l
71,15,104,l
72,125,88,l
73,31,113,w
74,6,99,l
75,66,95,l
76,106,82,l
77,22,127,l
78,5,42,w
79,78,18,l
80,63,62,l
81,79,56,l
82,60,87,l
83,76,16,l
84,94,29,l
85,52,83,w
86,71,32,w
87,17,37,w
88,3,65,w
89,89,13,l
90,33,70,l
91,110,114,w
92,1,35,w
93,103,45,l
94,115,7,l
95,84,11,l
96,8,61,l
97,41,38,l
98,108,40,l
99,23,53,l
100,36,54,l
101,72,59,w
102,64,120,l
103,126,118,w
104,111,100,l
105,67,128,l
106,19,91,l
107,105,10,w
108,51,121,l
109,74,48,l
110,2,85,w
111,46,14,w
112,117,12,w
113,90,27,l
114,98,69,w
115,92,30,l
116,9,93,l
117,58,25,w
118,73,24,w
119,75,81,l
120,28,26,l
121,122,68,w
122,77,80,w
123,86,21,l
124,43,49,w
125,57,20,l
126,55,124,l
127,123,44,l
128,96,4,w
129,47,29,l
130,101,34,w
131,52,61,l
132,31,112,l
133,17,62,l
134,109,99,w
135,70,18,l
136,7,11,w
137,13,71,l
138,95,3,w
139,56,116,l
140,45,16,l
141,127,110,l
142,82,87,l
143,5,104,w
144,1,88,w
145,40,39,l
146,42,84,l
147,65,115,w
148,32,114,w
149,35,6,l
150,79,97,l
151,102,91,w
152,100,124,l
153,113,89,l
154,98,15,w
155,120,121,w
156,76,107,w
157,37,81,l
158,105,73,l
159,54,83,w
160,58,26,w
161,46,50,l
162,66,77,w
163,128,30,l
164,21,96,l
165,38,106,w
166,117,33,w
167,103,44,w
168,122,125,l
169,20,27,w
170,43,126,w
171,60,78,w
172,53,8,l
173,63,48,w
174,72,22,w
175,94,2,w
176,119,93,l
177,25,64,l
178,28,4,w
179,123,55,w
180,49,24,l
181,59,111,w
182,19,57,w
183,86,36,w
184,9,118,w
185,68,90,w
186,92,14,w
187,12,69,w
188,74,75,l
189,85,80,l
190,51,23,w
191,10,108,w
192,41,67,w
193,87,110,l
194,62,5,w
195,1,29,w
196,61,7,w
197,71,109,w
198,18,116,l
199,112,101,w
200,95,16,l
201,102,82,w
202,34,32,w
203,89,97,w
204,99,94,l
205,76,93,w
206,60,63,l
207,65,30,w
208,6,96,w
209,103,58,l
210,43,31,w
211,56,66,w
212,81,11,w
213,20,124,l
214,125,13,l
215,88,117,l
216,72,3,w
217,47,52,w
218,84,98,l
219,8,39,l
220,38,45,l
221,50,70,l
222,120,17,l
223,127,104,w
224,54,73,w
225,91,119,l
226,44,2,w
227,40,51,w
228,15,105,w
229,83,80,l
230,114,42,w
231,37,24,w
232,113,100,w
233,53,126,w
234,28,86,l
235,77,92,l
236,26,128,l
237,33,10,l
238,48,78,w
239,107,122,w
240,123,115,l
241,9,41,w
242,21,75,w
243,27,19,w
244,59,46,l
245,106,35,l
246,68,64,w
247,121,12,l
248,79,22,l
249,36,67,l
250,57,55,l
251,90,23,l
252,4,85,l
253,14,49,l
254,25,69,l
255,111,108,l
256,118,74,l
257,62,16,w
258,71,112,w
259,61,110,l
260,1,116,w
261,39,70,l
262,56,43,l
263,76,72,w
264,94,18,w
265,98,54,w
266,81,34,l
267,65,109,w
268,95,117,w
269,45,7,w
270,127,87,w
271,29,6,l
272,63,58,w
273,17,13,w
274,89,47,w
275,102,101,w
276,5,124,l
277,84,120,w
278,22,93,l
279,96,92,l
280,128,44,w
281,73,10,w
282,86,66,w
283,103,60,w
284,31,11,l
285,125,3,l
286,46,104,l
287,88,107,w
288,53,52,l
289,15,115,l
290,38,114,l
291,97,99,l
292,9,50,w
293,119,27,l
294,8,20,w
295,80,35,w
296,113,40,l
297,37,21,l
298,48,68,w
299,30,82,l
300,12,32,l
301,121,91,w
302,23,42,w
303,77,2,l
304,78,51,w
305,122,19,w
306,79,55,l
307,49,83,l
308,33,67,w
309,59,28,l
310,106,108,w
311,123,85,w
312,69,41,w
313,75,100,l
314,24,74,l
315,26,105,l
316,64,126,l
317,118,111,w
318,25,36,l
319,4,90,l
320,14,57,w
321,71,62,w
322,1,110,w
323,89,94,w
324,95,6,l
325,65,45,w
326,16,127,l
327,43,112,l
328,116,61,w
329,76,102,l
330,98,124,w
331,17,63,l
332,34,70,w
333,47,11,l
334,29,128,w
335,40,115,w
336,18,92,l
337,88,5,l
338,103,82,l
339,54,58,w
340,86,99,l
341,48,8,w
342,87,109,w
343,114,93,l
344,81,21,w
345,3,84,w
346,56,32,w
347,73,9,l
348,101,39,w
349,7,80,l
350,27,104,l
351,117,72,w
352,52,13,w
353,119,35,l
354,60,15,l
355,74,37,w
356,68,23,l
357,83,121,w
358,44,46,w
359,113,123,w
360,2,125,l
361,22,53,l
362,78,100,w
363,66,97,l
364,10,96,w
365,33,122,l
366,105,69,w
367,55,50,l
368,106,126,w
369,38,31,w
370,28,20,w
371,30,120,w
372,107,12,w
373,118,77,l
374,79,42,l
375,24,19,w
376,49,26,l
377,75,85,w
378,90,64,w
379,41,91,l
380,14,108,w
381,67,51,l
382,36,59,l
383,4,25,l
384,111,57,l
385,1,71,w
386,112,62,l
387,110,98,w
388,6,89,l
389,34,63,l
390,116,127,w
391,65,102,w
392,104,45,w
393,99,95,w
394,94,81,w
395,80,117,w
396,76,101,w
397,16,29,l
398,48,56,l
399,5,70,w
400,93,43,l
401,87,11,l
402,17,92,l
403,82,54,l
404,61,40,l
405,52,9,l
406,124,3,w
407,107,21,l
408,113,72,l
409,86,15,l
410,115,32,w
411,105,7,w
412,109,114,w
413,74,18,l
414,125,23,w
415,13,47,l
416,8,97,l
417,28,122,l
418,103,84,w
419,58,10,l
420,78,50,w
421,73,39,w
422,106,44,w
423,88,38,l
424,35,27,w
425,30,53,l
426,128,83,l
427,120,33,w
428,69,59,w
429,123,126,l
430,68,96,w
431,42,51,l
432,14,31,w
433,91,46,w
434,12,90,w
435,100,77,l
436,2,75,l
437,121,26,w
438,20,22,w
439,24,60,l
440,119,37,l
441,66,55,l
442,25,67,w
443,41,49,w
444,108,19,w
445,36,79,l
446,64,118,l
447,57,85,w
448,4,111,w
